33330 12
18799 11 15489
7869 11 33326
17748 9 1112
19984 0 32570
2041 9 12689
24641 3 10936
10135 9 28540
2319 1 14241
12689 9 23449
12362 9 2137
15400 9 12689
13894 9 6273
9386 9 15579
2313 11 24763
12756 0 31413
12975 0 3144
28650 2 13640
32235 4 1564
8315 6 32587
2456 11 10982
28011 9 12689
29510 0 2513
28011 9 26982
30505 11 26572
3914 9 9652
6908 9 20652
12689 9 9634
30463 6 14579
20226 2 8582
22251 11 28651
12689 9 27852
27110 9 27519
10623 11 15007
21540 0 21525
580 9 15762
30726 9 2375
25304 8 24018
33311 0 23560
31322 11 2340
31652 3 28355
4240 0 30890
19931 5 31832
4979 9 18929
27064 9 12689
21273 9 3717
16614 3 16442
21317 6 27933
19211 9 8935
19384 9 12689
9622 11 23516
15775 0 4371
19690 9 12689
26958 9 1523
12015 11 3349
18294 3 13493
4014 9 32278
18929 9 17748
6333 0 27123
12689 9 13131
8240 9 22183
8514 9 7808
15596 1 31348
30554 9 27168
12689 9 27024
20232 11 8315
25197 9 10213
8595 9 3206
12689 9 16121
27301 10 14485
12383 9 28011
28011 9 7808
22183 9 15200
1746 11 4558
22093 0 25597
7808 9 12016
5281 0 27053
1238 0 27593
13 8 1961
6112 9 1162
9509 9 28011
12689 9 31451
13587 0 14228
6786 9 12689
14821 11 22724
17379 11 25711
12362 9 10638
27794 9 12689
12689 9 3231
23271 10 31785
5790 9 9457
14530 9 21273
11186 10 31191
5456 7 31616
13131 9 31123
24547 0 25256
24400 7 16267
17126 7 25794
12363 10 7909
9634 9 7808
20511 0 7711
27064 9 19149
17698 9 7808
18929 9 31037
13551 9 8523
435 3 15295
9119 11 1691
6931 11 19813
31242 11 20044
28011 9 26110
18094 0 10186
25770 9 28172
25315 9 24829
6578 9 3354
22187 0 29132
4696 5 14403
16309 9 32501
16023 5 17062
13108 0 12024
24471 7 8364
21574 9 18567
12689 9 3227
5284 0 17234
4801 9 27794
6578 0 7909
27466 0 27746
22982 9 28011
1620 11 31092
11132 0 3058
15633 0 12768
20036 11 16715
12126 9 27658
21057 9 25772
24871 9 4249
28011 9 28011
7773 3 24063
227 9 19211
25067 0 32921
31075 0 1464
14723 9 19523
12689 9 4633
25105 9 10796
20226 2 26720
16458 9 29311
23124 0 25891
3552 5 13320
13603 0 32220
1523 9 16838
20220 5 3635
27015 9 9548
4249 9 25196
13712 11 8850
27423 0 13700
18269 9 20325
20914 0 14809
28571 9 33197
12689 9 9457
2840 7 27874
28011 9 12289
8473 9 5465
21908 9 2670
12689 9 21331
264 9 10235
7610 11 16044
1966 0 25635
13210 9 18141
9419 9 25197
28865 5 24978
28011 9 16093
2873 11 15828
15483 9 12689
12689 9 12689
12689 9 11712
26036 9 12390
26124 0 32291
30936 0 32101
29950 3 6943
12689 9 30425
3569 9 4433
12689 9 28011
10304 11 1691
9634 9 30512
12509 9 29608
28172 11 30785
15715 11 13252
5538 9 788
28764 9 9309
12689 9 23620
19211 9 12188
31389 6 15532
21568 9 2254
98 9 12689
27669 9 8904
9859 9 20958
15212 11 24468
8402 9 18013
11119 8 3064
18633 6 11319
28011 9 28744
16838 8 14214
6008 0 5355
15521 9 15349
3236 10 17673
2377 7 906
12689 9 16121
20753 9 9757
21116 11 4536
14866 7 674
4488 9 31934
32052 0 8112
4014 9 33313
29280 9 8904
27425 9 12791
8277 9 28011
5452 11 9634
27384 0 23271
3231 9 8968
29038 9 32592
24527 9 19732
10323 11 15775
10065 9 3276
27187 9 29009
21255 9 20743
19810 7 29052
28011 9 9823
12689 9 12289
30674 0 12926
13471 9 28011
20303 11 29988
24811 11 12720
12362 9 28061
27719 8 32447
1635 9 5674
32277 9 4743
17102 9 28011
32585 0 14845
7910 9 227
29021 5 5743
14654 11 19927
14033 2 10899
688 9 28011
8740 9 32215
21984 9 12689
31875 8 6071
6009 11 21540
32235 4 8135
16911 5 32840
12689 9 21388
6008 2 2863
32863 0 26233
22286 0 12225
10479 5 1965
11725 9 12689
6993 0 2030
5037 8 24099
11402 0 15096
16867 9 31903
30434 9 4801
6617 9 9550
8523 9 5440
19550 9 28011
28011 9 12689
71 9 14104
12927 11 10473
12036 5 25606
28011 9 12689
8930 8 3750
23715 9 6711
