33330 12
14469 11 31061
32885 9 28011
5321 11 4181
21812 9 28011
33063 0 29515
143 7 19828
12030 9 28011
12289 9 3354
25350 6 12893
10998 5 17993
3697 9 12689
31257 0 12292
16044 0 6134
12689 9 12289
25807 0 17070
17604 0 27947
28011 9 21273
19413 9 9634
8525 9 10381
29062 9 12689
32 9 9754
17673 2 8662
16044 0 11423
23590 11 29106
18916 7 5486
15579 9 858
12289 9 12689
18714 9 2792
4217 0 3811
33209 2 20475
12689 9 17226
16014 0 31710
16204 9 12689
31343 9 16121
12689 9 1623
9225 9 21540
7493 9 12689
17611 9 20325
12689 9 16070
1735 0 11033
7702 11 16790
21908 9 27844
16895 5 12053
18698 9 1728
6711 9 4905
27050 0 8167
28011 9 20866
11132 0 3058
19763 11 16432
25018 3 5645
20496 5 24583
21977 0 24495
2826 11 32863
71 6 20686
1481 5 6688
12689 9 5768
5045 7 20856
28011 9 12689
26396 9 28011
3046 9 27477
26983 11 6484
18737 9 18013
28011 9 5742
9823 9 12055
13493 9 12689
3169 9 28011
21454 9 12689
14032 9 26920
31286 9 5639
25027 7 20387
8041 9 3697
9297 11 587
20898 0 1234
11807 0 12843
14530 9 21273
8108 0 18544
2641 9 12689
16468 4 4591
129 9 12362
16093 9 29411
9149 9 3506
29038 9 32592
20539 0 21237
33245 9 12689
9320 11 5796
9634 9 12756
20531 0 29092
5764 10 2886
7473 11 15016
31887 9 23449
12689 9 28063
28160 9 21667
22152 11 30833
8402 9 9634
18871 6 25571
13048 9 23411
32840 6 32316
33311 9 10235
32440 0 29679
930 9 16121
28011 9 25084
8850 0 23479
18135 0 26296
1672 11 25082
9550 9 12689
32098 11 18918
28011 9 12289
18228 0 2337
15939 11 13641
30669 9 8322
4917 9 12472
30269 9 28011
21931 0 18146
12689 9 9194
15489 9 28011
14462 9 26758
28011 9 28011
11370 0 31013
6100 9 18988
31648 0 2815
12689 9 29086
14878 9 25937
14033 2 14440
31091 9 31940
9754 6 30944
8789 10 25837
9834 9 2377
24671 5 9698
5293 9 23729
10197 9 27532
30512 9 13164
30444 1 17333
3336 9 11807
9634 9 28011
28011 9 33319
28011 9 28011
24468 0 32645
12689 9 29821
31951 2 29754
12689 9 25220
7534 0 420
25043 9 25156
31015 0 8406
15483 9 28011
28154 3 26124
16093 9 28011
10135 9 12689
20896 9 12689
1063 0 17108
12689 9 22918
29239 8 4157
12289 9 31065
26966 11 25070
2375 9 6179
12362 9 21257
18251 5 8928
22488 0 19856
10959 9 1084
7602 3 31075
27643 5 17636
1255 9 28011
1500 9 16968
23982 6 26503
22406 2 30235
12689 9 18970
27953 9 22729
30278 0 6041
22158 10 21987
31427 6 6378
1740 9 21629
7858 6 18282
9756 9 13946
31934 9 6954
28011 9 20958
27682 11 28805
17254 6 12124
16309 9 12689
12689 9 21574
30781 8 15186
31488 8 27213
23148 0 29288
16287 9 906
14214 9 28011
20958 9 2375
24527 9 19732
31370 3 6635
9859 9 9457
22724 0 24387
12994 11 26499
7276 0 16147
8253 9 15634
31782 9 282
28011 9 30049
25986 3 28810
22217 5 15631
29257 2 30054
14397 5 33324
3231 9 11193
8514 9 3955
25489 0 28831
18183 11 28635
3269 6 5529
16079 6 12862
28011 9 12289
21221 9 2375
15334 0 22144
23781 0 26949
12689 9 23449
71 6 21010
12689 9 24419
4828 8 7141
4838 9 16378
16468 6 23359
5618 9 6100
4562 9 19690
2972 9 23612
31091 1 10191
25772 9 12689
12689 9 23855
2375 9 12606
31219 10 897
13789 11 20795
33067 7 16838
12362 9 28011
8912 9 8414
9634 9 1112
13279 8 11011
6858 9 20513
14662 0 5075
28011 9 27463
29167 1 31383
9199 5 22514
12689 9 28011
20310 11 21670
25937 9 18670
5901 1 31893
30278 0 5219
19025 11 16255
698 5 22587
27635 11 18766
20894 9 28938
20894 9 33311
26031 0 16243
4240 0 30890
15352 0 16997
13933 11 30639
7131 9 28011
32146 5 31834
30779 9 6303
98 9 5997
7808 9 12689
9634 9 12689
856 6 24124
23727 9 12689
8740 9 7651
14530 9 3559
18936 9 21907
31944 8 23566
28011 9 8240
21948 9 9711
29725 9 16684
22919 9 27104
18768 0 17630
16027 10 25115
25151 11 13252
24185 7 2695
16378 9 16097
4743 9 4330
31444 2 382
9634 9 22022
24829 9 25315
1966 0 25635
10509 9 28011
18072 11 3173
15690 9 2375
7601 5 24348
25715 9 12689
8704 8 26542
11004 11 14662
17701 8 24761
20437 7 26014
28011 9 9078
23677 5 8765
1669 9 20652
12689 9 16888
24154 8 18104
29950 3 6943
12689 9 18737
3368 0 16700
15794 0 9111
19238 0 18590
12689 9 31946
12689 9 27024
20805 0 20019
10488 11 31869
4506 7 4161
15797 9 6270
4269 0 7750
31946 9 19025
1988 11 17611
6927 0 31106
18714 9 13444
897 2 9861
33253 11 22724
20237 0 13156
31143 11 12864
12689 9 32660
13854 9 28011
15803 0 17894
31756 9 7519
11456 9 22460
30723 10 20226
9509 9 9285
4317 4 11078
13714 0 7525
25575 9 12689
6112 9 3169
12362 9 16121
23881 0 22044
21892 9 21556
8904 9 25945
25301 9 29725
1001 5 10511
8110 0 3577
12689 9 24727
32235 9 25902
1294 5 25091
8409 9 32414
1648 8 29744
32235 4 8135
16287 9 23490
13210 9 18141
2375 9 5439
33311 0 23560
19967 11 15602
22298 0 17037
28011 9 16093
31782 9 3954
32400 11 1988
20859 0 979
28011 9 17241
19383 9 12689
8930 5 20192
7793 11 24839
29038 9 25658
16769 0 19233
30348 11 28020
8628 6 10907
19969 11 18306
9225 9 27697
15047 0 25907
22776 11 24044
4309 6 16495
12362 9 18093
20491 9 18979
22100 11 17256
4526 0 692
28011 9 17226
16314 9 18929
25315 9 4801
14214 9 10907
11213 9 9634
11244 5 24798
13236 9 4801
29411 9 9954
17729 9 29367
12689 9 28011
12289 9 12689
19726 11 30797
12383 9 29793
26124 9 17463
24284 9 27794
31946 9 8968
12689 9 1339
12689 9 6927
27015 9 230
4212 9 9285
28650 9 12289
6473 11 14662
19351 9 28011
22803 9 28011
30981 5 13032
6927 9 28011
22982 9 28011
31904 8 7072
27170 5 27719
20303 11 29988
30826 9 5762
23575 9 12689
9501 9 16301
1728 9 3231
4801 9 13739
13712 11 8850
19211 9 18936
3231 9 398
20553 1 12246
28287 6 28096
18737 9 12689
8670 0 18804
18269 9 33161
25764 7 21317
24560 5 4450
22234 11 18580
20160 0 10761
2185 10 4712
23413 0 24658
9509 9 7223
1587 11 32388
15815 9 28011
12437 3 10936
12289 9 4801
22164 7 12826
22488 9 8402
13989 9 13048
13810 11 18178
30060 5 3567
8402 9 12196
12689 9 25902
20906 9 20906
28063 9 12689
11985 7 536
3972 9 6913
9438 0 16259
12362 9 18013
2327 9 17307
32074 7 12810
21669 11 25073
2105 8 20648
13096 0 2861
17119 0 16135
28011 9 8767
7258 0 28883
10907 9 12689
13641 0 11646
21057 9 12689
12234 9 4249
6835 9 26982
28728 0 2955
23781 0 14128
29693 5 14759
10142 3 4182
13196 0 4124
3914 9 24023
8035 0 672
4204 11 9669
12689 9 21331
15935 7 6291
98 9 12121
16684 9 13423
13249 9 4655
32501 9 28011
19208 9 17867
26644 11 9263
28692 11 32356
12362 9 26982
12689 9 28011
14911 7 2792
7314 9 2875
21892 9 27821
1204 9 2137
20226 2 5954
12689 9 17748
30936 0 32101
9050 11 21735
12289 9 25559
15632 6 1129
23715 9 6711
21057 9 25772
10478 9 21875
32669 9 28011
18633 6 7565
24855 9 24686
28011 9 20483
10580 9 25084
19464 9 6016
5081 10 30301
17884 11 9262
21896 10 18304
30209 9 27660
9669 9 14384
3914 9 20575
23449 9 12689
4240 11 838
3334 11 30842
16044 0 14779
27253 0 26498
23177 11 24254
14089 6 8586
23159 9 31064
13131 9 28011
12689 9 2254
10509 9 14059
29608 9 32951
12794 9 25374
28011 9 6980
28011 9 12362
32063 0 16040
26499 11 15633
23466 9 27187
18929 9 23592
26099 9 28011
9769 9 28011
2375 9 12689
25715 9 13419
32277 9 15423
12689 9 10227
3223 11 10360
4801 9 7316
12689 9 906
13532 0 8947
4440 8 33000
29092 9 12689
5474 11 11017
4801 9 29140
17017 0 28157
18885 9 8041
21309 0 13271
28169 11 9705
19490 0 1245
27003 9 12689
16492 9 24085
22031 0 3042
21574 9 11426
26651 9 18616
820 6 16273
17315 9 20920
15178 9 28011
4039 9 28011
9225 9 25993
25454 7 20813
15685 0 25560
9593 9 29927
12689 9 9634
26831 0 15329
17698 9 7808
3349 0 1510
5521 8 3810
645 8 24402
6343 7 32965
18620 9 7948
9729 11 25472
28011 9 29966
6635 0 23945
14533 11 14679
16378 9 4804
779 0 24274
32052 0 10147
14897 11 32440
14024 9 28011
12689 9 26008
11701 9 1093
18552 9 31848
8240 9 13493
18201 9 8466
29130 7 2792
27064 9 31347
11762 9 33046
28011 9 9509
4347 5 19508
27194 8 15778
27362 9 6902
15690 9 6288
31113 9 27477
18594 9 18344
5618 9 12627
15450 11 2479
9457 0 29586
13614 8 6961
6902 0 9244
7284 9 21291
18936 9 5796
28011 9 906
28011 9 29547
1523 9 16838
22282 0 6484
9225 9 16492
13022 0 2316
10917 9 12689
21027 5 10481
8101 0 29724
2590 9 15349
31922 0 31910
25400 9 6908
13883 0 15581
9468 0 8761
12289 9 4433
21570 7 22888
28034 11 22969
12647 8 22922
30639 0 8802
26982 9 1112
18698 9 23466
33120 11 15331
12289 9 32414
9820 11 7064
353 9 28011
28011 9 20814
23053 10 30937
15453 0 7463
2375 9 8402
6427 11 7901
16097 9 8904
4154 5 10430
29721 0 10352
9698 8 26836
31946 9 3004
32636 0 19862
5402 4 1447
1289 0 26765
14423 7 16792
27409 9 4401
6877 5 19584
18196 11 28540
27983 10 6008
9189 9 12689
28011 9 2375
29500 6 14369
9380 11 6173
17693 11 13252
14059 9 11732
18907 11 28734
9509 9 6297
4839 9 12689
12689 9 18567
28011 9 12689
20982 11 14530
12689 9 32951
31278 7 15393
13236 9 19804
30434 9 24878
26445 9 27024
7998 0 33024
21273 9 9634
9409 5 22763
12689 9 21257
2391 9 19050
30190 11 25070
25837 2 587
28322 11 29468
6397 0 263
1691 0 10304
12383 9 28011
22463 4 24809
21026 0 31845
6537 0 17483
32592 9 8763
14214 9 29700
2391 9 29411
15778 11 9880
15484 0 19721
17698 9 28011
15741 5 9104
29925 8 31275
9220 3 28400
22488 0 29936
9823 9 28011
20549 9 28011
9622 11 23516
10649 10 31444
9515 9 28600
22427 9 10380
28428 0 20237
2972 9 28011
17698 9 21984
17372 0 32448
29576 5 13485
20813 0 395
31191 2 31526
29725 9 7009
14453 8 32256
23855 9 12689
15764 0 25918
10132 11 16376
4469 0 2351
20511 0 7711
28540 9 6250
12362 9 19060
15212 11 24468
24111 5 20257
12689 9 19690
18929 9 17748
15187 11 11911
8473 9 26429
24507 9 12689
6931 11 19813
28011 9 29092
1024 5 4288
6008 2 19734
7651 9 11205
12689 9 28723
21370 9 21370
12689 9 13048
22565 9 12289
29111 11 10227
440 9 12689
1497 9 14551
25821 9 28011
12689 9 1567
3374 9 27013
19690 9 19059
30655 9 12689
6071 11 30414
21956 0 3661
9394 7 9394
17155 11 12915
13957 11 22031
12046 9 858
32047 9 26483
9457 9 4801
32235 4 11773
29009 9 12689
24795 11 17629
28011 9 30168
26036 9 12689
22 10 19298
10025 3 33311
4757 0 12743
10210 6 1061
30435 0 7115
12046 9 29637
16680 0 24066
24299 8 31014
32898 11 3612
32592 9 8589
9225 9 19130
21662 6 27371
24200 11 3547
16353 11 27295
32060 0 4812
9144 10 9144
26111 1 14960
13107 11 30188
9441 11 28482
10846 9 30625
25841 2 25061
26124 0 20913
12289 9 12689
10509 9 3534
9149 0 18951
2375 9 32673
22821 11 33046
8187 9 12362
5157 9 5157
30434 9 18670
2670 6 19389
5188 0 3446
7529 0 17183
16606 10 897
28011 9 12689
17297 9 6118
11287 11 20160
31038 9 25426
28011 9 21900
6112 9 26305
4615 9 26377
20610 9 5901
25710 0 28498
2492 1 30218
7711 0 25320
17698 9 29616
27364 11 26633
28723 9 28011
7711 9 1829
19533 0 13499
13365 5 31405
8315 0 32710
6954 9 11596
6100 9 12689
18135 0 26754
691 3 12566
15349 9 10110
15067 7 12080
9457 9 12689
16821 11 18833
9457 0 20384
10014 9 12689
22105 9 12689
15732 9 8807
27411 11 9781
32863 0 25436
16963 0 31653
11961 7 7453
3231 9 23041
30523 9 4014
28946 9 23770
12689 9 1721
596 10 24213
31451 9 98
13420 8 20247
12289 9 4433
21908 9 4743
28011 9 7946
29449 6 4578
6413 0 21610
3972 9 20942
18892 5 2362
12689 9 4633
5836 9 12289
2792 9 9634
31794 6 468
10846 9 12689
6578 9 24737
24378 9 31143
30743 0 24939
32892 9 10796
28011 9 28438
297 8 3100
33066 9 12689
31240 11 20768
3569 9 4433
29032 9 12689
20160 0 11252
28011 9 27024
24262 9 10796
3249 1 17340
28011 9 16378
6635 9 12689
29564 11 13534
31181 9 26564
420 9 12689
18269 9 32429
16309 9 10917
23859 7 16718
23466 9 15664
18261 0 18476
4748 9 28011
8277 9 28011
31782 9 1189
28462 2 22591
24396 9 17418
15197 11 32525
12689 9 28600
28011 9 3912
32048 0 20280
21902 11 12411
31555 11 8580
7256 9 12689
28011 9 28155
33319 9 10336
5284 0 17234
3741 6 24495
6348 8 4106
14663 9 28777
6873 5 20600
28011 9 9315
11095 9 28540
31875 8 6071
24888 8 32366
6100 9 12115
21592 0 25209
27794 9 12689
25070 0 2404
18670 9 33311
7452 9 21908
24241 11 27297
11128 0 10177
385 9 3952
32278 9 906
28172 11 30939
30301 2 5313
29232 0 21346
31123 9 16902
21824 0 13310
12689 9 10917
12537 11 33032
27013 9 25559
12689 9 28011
6635 0 22342
12689 9 29062
3697 9 12689
29208 0 2380
3697 9 27519
18013 9 23746
28333 11 6980
2446 9 12689
32869 8 32022
6578 9 17950
28011 9 9823
1112 9 18737
10960 5 20973
30554 8 15027
8930 8 3750
31864 0 14089
18200 0 21603
20901 9 28011
858 9 6578
24427 0 28816
3615 0 19934
12689 9 28011
22251 9 15579
16460 11 21669
1112 9 13625
31793 2 19871
20332 10 22811
15873 8 3217
15525 11 25613
26001 9 28011
6414 0 21006
30683 11 17064
8493 11 9892
4536 0 19937
25156 9 12689
8214 5 24671
33319 9 1115
7910 9 14214
25964 9 22982
25554 9 20913
3962 11 30941
26319 11 15521
13048 9 33313
20906 9 20906
12289 9 4772
6927 0 25232
29684 5 17760
536 9 30003
12175 11 15579
12121 9 12289
28777 9 18988
23779 6 30712
28011 9 3972
5961 9 9329
22250 8 10381
31393 9 12689
21915 9 27798
4707 11 10796
20698 0 18459
14976 0 22941
20719 8 23125
19255 6 19084
30372 11 22606
7371 8 19475
10067 6 12108
24061 7 846
22196 8 8417
29012 5 9416
21908 9 329
23599 9 16838
12689 9 12362
21951 8 27397
2792 6 9193
11266 8 16619
1699 5 11832
28154 9 28011
22320 11 31234
23986 0 8180
25965 11 21824
19387 9 11762
7131 9 12689
16617 0 19338
32650 11 23005
14392 3 4249
31710 0 30634
17906 9 9020
6818 10 31785
28011 9 20908
27568 10 3808
3620 7 15913
6008 2 29417
900 5 23740
18331 9 10580
7119 11 30639
3240 5 6197
21680 5 12208
29953 9 28011
13037 9 5795
3245 9 12689
25081 11 18777
1523 9 28011
7659 8 22180
24651 9 12689
18723 9 4917
11110 0 27387
27425 9 12791
28707 10 9915
8315 11 27688
12689 9 8595
29209 0 5648
27187 9 12289
15180 0 24181
23345 5 8063
17963 8 1345
17851 11 22037
9291 3 20884
17826 0 31235
28011 9 30258
29184 2 32457
13131 9 4014
29212 5 24888
30977 11 20652
21381 9 12689
7677 0 15736
28011 9 9154
28651 0 671
8820 7 5157
28011 9 1084
3375 0 3547
29898 9 1115
9859 9 18193
4249 0 33102
20226 2 19499
14026 7 14026
8670 9 4077
8774 8 30380
4249 0 23284
11101 8 29929
762 0 10120
19343 9 3231
4543 0 12914
20787 6 22039
27477 9 16378
28011 9 33251
27470 8 9317
4801 9 22990
27400 9 28011
16917 5 8173
13786 11 6537
19732 9 32885
8315 6 32587
28011 9 12689
9500 8 15442
21726 9 6282
18416 9 22018
30018 0 29127
2446 9 28011
1890 2 15410
25514 9 17063
5427 9 12689
29978 9 33197
30204 0 7418
26610 11 18269
28600 9 13874
24829 9 12794
12689 9 31994
29884 11 18141
6351 11 5799
27168 10 125
2396 9 29346
14251 0 18086
14662 0 9672
23146 11 948
13384 9 12689
12689 9 12689
26677 0 5430
7735 11 13428
32388 0 1587
32287 6 31523
24839 0 22847
9766 2 15869
12362 9 28777
22931 11 21981
32252 0 13428
28011 9 11725
10767 5 2512
18476 5 24482
6442 0 7389
28011 9 19072
5157 6 18074
12689 9 28011
894 9 12689
22919 9 3155
22982 9 14214
27656 0 23321
30398 3 4249
12689 9 16458
18714 9 12362
32259 11 32977
25725 11 15764
8466 9 28849
3230 5 30416
12579 0 12177
21083 11 28639
29038 0 2559
21868 3 9276
21273 9 10796
17078 11 27232
24942 9 29927
7695 9 12289
31191 2 12286
12689 9 22324
6002 11 31826
26847 5 25477
32235 4 1841
33319 11 16717
11294 0 25682
18017 11 942
15352 0 1946
4170 11 6537
8863 5 22077
12689 9 29653
30414 0 29299
32138 9 21056
17560 0 7205
26886 7 678
3009 8 33012
26653 5 20013
12689 9 12345
13956 9 14480
20226 2 15177
28011 9 31368
28468 11 9285
24829 9 28011
3972 9 22237
21321 9 17139
17002 9 26982
32644 11 6262
27347 9 7498
2375 9 16287
31946 9 7436
24011 0 13774
25973 9 16979
18303 8 25149
19742 10 23299
30791 11 21510
11106 9 12362
32629 0 14376
12689 9 12689
21273 9 30389
5156 8 22330
28011 9 25772
12605 0 13628
16737 9 19722
18899 11 6165
9726 6 643
25835 0 24019
27384 0 23271
19684 11 19252
24851 0 11544
6980 9 23066
22183 9 15200
25222 9 33313
12087 9 12689
21654 5 16407
7711 0 2244
24079 8 716
12689 9 32277
16121 9 29086
29821 9 28011
17977 3 4249
12587 11 14662
28043 11 9669
13414 7 12417
9634 9 1112
28011 9 20878
26202 0 4193
7303 0 21162
22296 9 4801
568 0 14351
21046 9 6112
29220 11 29
32592 9 8277
3470 0 25929
9795 9 12689
12351 9 6058
29280 9 8904
18583 0 10264
9711 9 11942
16875 11 25070
32277 9 28011
30286 9 12689
11417 8 31152
9340 11 20779
30463 6 14579
32256 8 2430
13739 0 16762
7681 9 4732
31017 9 23391
23519 9 9634
4009 11 21753
22764 4 15026
12016 9 22015
27331 3 19728
7651 9 30024
3914 0 10354
19885 0 11824
16156 2 15793
8473 9 28664
15856 9 858
8588 11 27295
1743 0 17049
6870 11 27852
22982 0 21767
9823 9 5845
9723 9 15969
10509 9 27226
28063 9 10038
27202 0 26867
21362 11 29964
9419 9 4694
20612 9 28011
4737 0 21481
9421 9 7910
32191 5 9163
22251 9 9174
12882 0 26625
32863 0 7407
27341 9 10269
19938 6 31912
23970 6 2828
10752 9 906
18898 0 12752
28011 9 16093
12689 9 18269
353 9 28011
23433 11 13719
4710 8 4203
580 9 15762
12689 9 16121
25337 9 906
32688 0 27914
30374 11 13316
24389 8 8560
28011 9 27669
6916 11 2385
23449 9 98
12689 9 27794
4249 0 11929
9309 6 20447
26442 9 12289
27015 9 3697
14111 9 31946
10962 7 720
30337 9 26097
31064 9 11213
3245 9 15242
28011 9 2708
10456 9 30797
21221 9 28011
28136 9 14032
8224 11 3830
29041 9 28011
29308 3 10583
30749 9 33311
15408 0 19182
6737 0 31476
5410 0 8956
15273 9 12689
22402 3 13493
3920 8 2308
8543 7 24629
18951 9 7563
12689 9 12689
13739 0 9816
24093 9 6100
12390 9 19204
8614 11 9128
20244 0 23058
6950 9 21388
21864 9 7861
7110 9 6954
33191 9 18737
13370 7 12613
28011 9 29038
32038 11 4654
24222 10 20226
16634 0 21777
25615 9 98
32863 0 5608
7611 11 20844
11367 11 3374
31347 9 11106
13131 9 3955
16968 9 5440
13372 9 29656
10949 6 17747
12689 9 24427
14882 0 17747
23519 11 27477
32344 0 15948
9185 11 9320
2148 9 5084
98 9 28011
21944 11 22240
1523 9 16287
268 11 23411
12689 9 2941
16261 11 22724
30797 0 9010
23336 7 1365
6008 2 7830
18670 9 8466
24977 11 23703
30110 8 7757
15969 9 7329
6021 9 32861
10569 11 15160
7369 8 25471
9181 0 16636
31886 3 25171
21057 0 20975
25963 0 15537
14118 0 14361
18074 5 22746
