33330 12
29793 9 12383
18737 9 16121
18557 9 32277
9245 0 7507
16121 9 26982
10796 9 5238
21870 9 12689
21984 9 13714
7190 9 3423
12362 9 4249
21273 9 1783
28011 9 17797
29041 9 4322
5742 9 20770
14836 9 25953
8658 9 23878
9435 9 28011
11691 5 24219
3972 9 31946
28938 9 28011
28011 9 16492
12689 9 4014
8920 9 12689
8107 9 10478
21370 9 28011
5658 9 27566
7121 9 20513
26982 9 25222
12362 9 31394
4940 9 32235
17319 9 22282
6696 9 28011
15273 9 27844
21556 9 7146
3040 9 28926
18096 3 15773
28011 9 20770
2185 9 4208
1815 9 7948
28011 9 17433
12689 9 20268
15144 9 28011
9457 9 12289
17110 0 29761
28011 9 29868
5618 9 5242
32861 9 12689
12689 9 30258
17867 9 353
17867 9 10830
2446 9 12689
1523 9 8936
14530 0 14072
27094 9 22182
29700 9 12689
11462 9 32892
21908 9 11280
12689 9 26036
11725 9 19211
28011 9 11230
17729 9 12689
30049 9 3336
25315 9 2185
10641 0 26346
23466 9 2972
20894 9 12689
12689 9 31946
18691 9 9509
15671 9 19204
30269 9 16838
1567 9 28507
18714 9 12689
12689 9 6578
15368 9 4043
15682 9 28011
11762 9 12689
27028 9 12689
20019 9 6547
28011 9 27660
14024 9 17940
12689 9 1173
22749 9 13048
19059 9 7808
12689 9 11016
32943 9 15887
9439 5 11877
14479 9 25084
3955 9 21331
5521 8 3810
30833 0 10159
23449 9 8466
1523 9 15273
4249 9 26377
28011 9 28011
5266 9 12689
29999 9 21669
3697 9 28777
6100 9 27015
12689 9 18857
1524 9 21984
9634 9 17698
5463 9 11462
28011 9 32277
12289 9 12689
16492 9 9509
7933 9 28011
24936 7 22065
466 10 18760
28011 9 8402
9496 11 16044
14106 9 9108
17432 11 18518
27794 9 12689
14009 9 8101
32763 9 13228
23283 9 17139
12689 9 32598
28444 11 906
430 9 2940
10710 9 19746
11280 9 7227
23877 9 23877
12689 9 6016
18737 9 248
27821 9 7808
20840 9 12689
18103 9 3489
29827 8 30011
12689 9 15375
12689 9 12289
22526 9 28011
32023 5 22778
12267 3 4249
25156 9 5440
19050 9 10907
32278 9 4014
12712 9 12689
20015 0 18347
9634 9 21381
12689 9 31448
25964 9 29821
28011 9 16378
19296 9 14703
14723 9 27024
17463 9 21273
28011 9 9225
32358 0 9941
9419 9 12689
28011 9 12188
12289 9 11380
28011 9 29367
3697 9 27519
12689 9 29598
12289 9 23159
3569 9 26920
20796 9 12689
2446 9 12289
22251 9 21903
12689 9 29821
17875 9 28011
28011 9 17698
12689 9 12362
21672 9 1728
16064 0 10976
14776 9 866
29311 9 12689
2375 9 13714
6954 9 1072
23806 0 8887
5257 9 25658
17846 9 29821
3231 9 2327
23268 9 12689
16968 9 10710
17944 9 17867
27477 9 22565
4562 9 15996
28011 9 20682
14123 9 32587
906 9 6696
12689 9 31946
12289 9 24811
13131 9 12362
28011 9 9419
9149 9 28011
12689 9 31599
21021 9 18013
28011 9 16718
29129 9 2375
28130 9 28011
12362 9 12689
28960 9 26316
3354 9 4888
28011 9 15520
19149 9 18714
4405 9 9552
944 9 24427
9309 9 16684
22337 0 3224
5624 9 1497
12000 9 6711
16121 9 10381
27566 9 12105
21515 9 906
129 9 4647
2708 9 23252
7910 9 12689
14214 9 6578
28011 9 31462
3703 5 1922
27806 9 21908
28011 9 28011
24427 9 12411
5240 9 25902
23516 9 18269
14059 9 10509
14480 9 19050
12689 9 10846
17567 9 25315
21113 11 4536
10178 9 27064
6950 9 13131
9669 9 21255
22729 9 20019
1112 9 12940
20207 9 12689
12689 9 13810
12289 9 2938
2792 9 23855
32198 9 12689
6925 9 13946
4470 9 19211
12689 9 32592
7592 5 18560
12289 9 28011
12188 9 12188
12689 9 25197
13131 9 5461
12069 9 28172
12689 9 31045
28777 9 23315
14214 9 14308
31075 9 16458
29391 9 98
28482 9 13832
12362 9 6503
21021 9 31782
11609 5 1221
12689 9 22982
28011 9 14214
18935 9 15996
12689 9 12362
28011 9 14691
13131 9 7284
22565 9 7808
12362 9 1204
33237 9 28011
25560 9 15017
28011 9 12715
27024 9 16526
28011 9 12689
8595 9 18013
28578 9 28777
12689 9 6711
23159 9 7184
906 9 29725
3273 9 28011
20513 9 23855
30932 9 28011
19211 9 7891
23769 9 12689
28011 9 12689
22749 0 32507
10252 9 28011
28011 9 27835
27892 9 12362
28011 9 9634
28011 9 9902
18929 9 29038
1482 9 17567
13410 9 17729
16121 9 28011
15151 9 28011
25197 9 29700
19938 9 12390
12689 9 20762
12689 9 29547
16309 9 18714
13313 9 20513
27165 9 1721
12689 9 16121
9154 9 12794
14479 9 19387
8262 9 9550
16137 0 2232
14214 9 31148
6711 9 2708
25874 9 22251
3231 9 9309
25582 9 31075
12689 9 28011
28011 9 9144
31593 11 1691
33313 9 28011
5911 9 12689
15165 9 12362
18714 9 21462
2725 9 25514
28011 9 33311
29826 9 22518
16684 9 28011
21672 9 10917
4772 9 3619
3354 9 13210
3231 9 3354
13131 9 22641
7910 9 15490
5845 9 16378
12689 9 2375
16492 9 13210
12689 9 12289
8789 11 26981
4489 9 11800
28011 9 28011
9509 9 25584
28011 9 31782
30269 9 18013
17805 9 8372
6902 9 24784
10336 9 14854
27697 9 3354
641 11 31134
28011 9 19033
12689 9 6273
28259 9 11762
28011 9 9419
13236 9 9557
13641 9 27477
23855 9 28926
29092 9 12689
14327 9 23877
12689 9 15244
264 9 11193
12289 9 28011
27844 9 12689
1115 9 12689
2909 11 22747
10737 9 8767
13977 9 4532
23877 9 858
28011 9 1586
26926 11 2832
24105 9 12689
385 9 30797
25715 9 12689
12689 9 30269
27498 9 25026
27015 9 25454
10225 9 264
12390 9 17748
32277 9 32854
16888 0 440
27892 9 13131
16287 9 2102
723 0 30654
12689 9 12689
3628 5 21486
21907 9 12689
15151 9 7808
24093 9 13832
230 9 30386
18900 9 33319
22251 9 28540
21273 9 26200
12383 9 16070
12689 9 28011
28926 9 2375
10846 9 30350
28011 9 4532
5742 9 22203
12689 9 17755
12689 9 21931
18557 9 19193
26981 9 7618
13354 9 2111
16838 9 32049
28777 9 995
5157 9 27144
1623 9 4694
4470 9 14878
14214 9 32911
21908 9 21908
31893 9 14353
28011 9 17950
4590 6 5882
13551 9 28011
22586 9 21257
28011 9 23490
31209 9 12689
4249 9 5427
8264 9 28011
15917 9 3885
22918 9 12689
19025 9 21698
33191 9 1204
19216 9 28011
21574 9 26214
15291 9 31946
12188 9 30493
3040 9 6927
3060 9 2375
28011 9 17884
9634 9 24461
12689 9 858
9823 9 8246
2254 9 12689
18825 9 12689
28011 9 26429
28011 9 24527
13741 9 15984
16363 9 28011
5463 9 21283
3062 9 8011
29725 9 9634
9285 9 876
13236 9 9438
18471 9 21574
1788 9 858
4801 9 3955
3245 9 15167
12689 9 5325
23828 8 9494
3717 9 353
248 9 3979
28614 9 10893
3769 9 18740
27803 9 12289
32445 0 25565
15273 9 28011
18737 9 4801
13314 9 5742
18638 9 27794
14530 9 21898
30286 9 15596
7695 9 4249
8009 9 28011
18988 9 28011
16378 9 28011
12689 9 7910
12041 9 15794
951 9 14469
13127 9 12362
20894 9 29194
14434 9 26429
19130 9 12289
129 9 858
13493 9 10638
12362 9 9634
8523 9 32282
16684 9 25156
12289 9 4801
12689 9 13739
27844 9 23863
23820 9 28011
27653 5 29187
2909 9 20840
12689 9 27477
14530 9 9792
27028 9 28011
6200 11 16337
28011 9 27669
29714 11 10801
11828 2 21057
16227 6 3697
28011 9 19690
28011 9 3193
5440 9 28926
28011 9 9419
12689 9 29953
18637 10 28462
12689 9 25222
23855 9 12689
5209 5 20503
12689 9 25426
26036 9 28011
21847 9 16378
9557 9 31393
12689 9 21902
3697 9 2055
27892 9 12289
