33330 12
21822 5 3685
2938 9 12689
5080 5 28308
6967 0 10175
12689 9 1500
17556 7 24966
19343 9 27064
4403 9 16195
28184 10 6008
21984 9 32592
2528 9 28011
446 9 6598
10227 9 15520
31651 8 10696
2265 3 13697
16093 9 23852
12689 9 4743
3354 9 2375
15816 9 9419
279 7 29051
14104 11 3808
19343 9 28011
32575 9 28933
24501 9 13131
858 9 19384
7858 9 29561
9019 11 18929
19690 9 12289
12794 0 23781
2493 11 28249
27477 9 31017
16174 0 150
28011 9 12689
18638 9 27794
21276 6 27895
16912 9 7145
8402 9 3448
19245 0 1115
11128 0 25241
10537 0 15165
28849 9 28011
13894 9 12362
24547 0 24563
20639 11 4727
11359 0 6459
2254 9 12362
30360 9 28011
31785 9 32235
12689 9 27477
20718 0 1481
17056 9 29487
28011 9 29411
17432 11 18518
21428 0 16279
12289 9 10846
33279 3 4249
4249 9 12362
11343 0 10653
6118 9 12689
12009 7 5157
31310 11 32554
12689 9 19211
25968 5 14642
12689 9 4322
7808 9 12362
32993 7 24193
8752 11 3558
18039 11 1968
9634 9 19149
21417 0 19600
29009 9 12689
7064 0 30925
28744 9 9636
14000 0 31143
28744 0 3184
19709 0 15099
29161 10 27821
2695 6 20610
12689 9 30917
28011 9 3902
19732 9 17193
10644 9 12689
17513 9 30360
8980 11 4152
1112 9 1112
28011 9 13189
14583 11 17978
29650 9 1944
28011 9 27477
31041 8 17330
33013 9 3021
32949 0 7048
3902 9 32252
22265 8 28776
30000 0 29434
12689 9 4249
12763 0 15354
30797 9 20877
9990 0 20665
27351 8 20721
27697 9 8466
18521 9 6943
28011 9 31451
9823 9 6100
29154 9 12689
8623 7 2172
25292 11 22705
16101 10 98
15557 0 26839
19211 9 13049
11970 9 27669
33277 11 17976
3245 9 20942
12689 9 18013
17796 11 22463
6008 2 27421
10796 9 12289
3909 0 14700
25386 9 8595
19790 9 7329
6902 9 28011
11316 3 13697
1115 9 28011
22103 11 13359
11618 9 13359
27910 0 24324
28011 9 12289
21655 7 14562
28777 9 26323
24332 11 30654
21908 9 18714
748 8 14906
3354 9 4185
6314 9 22660
23769 9 32561
27024 9 12689
22705 0 8494
5567 10 13210
28011 9 6016
7808 9 23466
8203 6 13692
26090 7 26909
28011 9 3959
20790 9 18484
33319 9 31152
8665 2 2150
18936 9 11656
15185 10 897
12689 9 3111
10178 9 18929
1112 9 21908
12689 9 11213
25714 9 11999
6484 0 18162
1051 11 25205
27890 7 8142
24152 9 13037
2384 9 20652
9439 5 11877
6635 0 22860
13529 7 28506
6671 9 19387
16044 0 4058
2162 11 24851
4340 9 7223
19079 0 423
12121 9 12689
25426 9 19211
16101 9 15386
2150 10 8665
10509 9 28011
707 8 26354
22515 9 4801
30135 0 30096
5157 9 4801
15091 7 1007
25183 11 31309
12775 11 2603
11248 10 22406
25973 9 353
1112 9 30726
7278 5 21734
6578 9 12689
27892 0 25337
28159 9 3972
29608 9 10038
172 11 33305
28634 2 8338
27796 11 24839
13131 9 4801
3373 11 16641
27017 0 15327
12689 9 7948
9634 9 21388
8666 11 28864
4161 9 12689
21273 9 21273
28715 9 8264
12689 9 28011
9658 11 25253
1386 3 8670
18782 11 27517
24124 9 12689
15517 9 29041
27968 11 16174
27821 9 8241
12587 8 5258
21317 4 18887
19772 11 2364
28650 9 32429
14878 9 31946
