33330 12
29700 9 27187
6771 11 13126
14530 0 14318
25958 9 29411
19732 9 28011
28011 9 19732
16713 11 14242
17797 2 587
32587 0 2557
13493 0 17812
29177 2 19678
24517 9 12689
12689 9 2708
32358 0 9941
6841 0 23277
9196 7 18929
27504 6 10581
28011 9 29280
1543 6 10437
16651 5 11580
12689 9 28011
22047 6 22656
11642 0 29153
19303 0 10812
10733 7 16079
18988 9 27350
12689 9 12362
26239 7 21312
14106 9 23598
28011 9 18641
21587 5 4200
14033 0 3782
9496 11 16044
13697 9 6391
21428 9 28011
353 9 866
12689 9 12289
26623 9 29032
23452 9 12689
17867 9 31242
32863 0 15798
12689 9 1486
28136 9 13048
25772 9 32250
2620 3 9276
4297 0 20050
26884 0 3199
27806 9 21908
22600 11 16912
8732 11 22724
4701 9 11967
16912 9 7145
22337 0 3224
8693 11 3699
6112 9 1271
15 7 33319
25949 0 3121
29671 7 11526
4097 9 21273
31393 9 24125
11858 11 7767
4647 9 28011
18324 9 25524
28011 9 28011
12689 9 4249
19517 0 22751
15273 9 18567
18096 3 15773
481 11 8134
33319 9 2446
14214 9 12689
22475 9 25206
12689 9 18714
29102 11 28862
1683 0 33211
28777 9 3972
12289 9 1112
9455 11 11736
12689 9 12289
5796 0 8758
8936 9 28540
10687 9 12689
30491 8 14907
12689 9 31599
25391 5 11957
19211 9 9634
21273 9 8464
19276 9 10509
32575 9 28933
23230 11 24956
175 9 28011
5521 8 3810
28011 9 17539
21937 0 18615
2949 0 31784
17858 11 4598
30318 9 21021
14634 9 31209
227 9 10135
30301 2 5705
28375 2 4562
30658 7 1266
28011 9 16309
27094 9 22182
1998 11 11269
13249 9 10038
22370 11 22034
27907 8 14102
21347 9 2792
28462 2 18637
20019 9 18013
165 9 16985
1173 9 12689
9552 0 1356
4249 0 11238
25938 3 19224
4249 9 21257
14169 5 17222
6008 2 18105
22981 0 25596
19973 0 21357
2901 7 9902
11670 9 10417
28011 9 9669
4647 9 29062
19861 11 32686
18331 11 29821
20295 11 9974
9412 8 12435
15284 0 32016
4979 9 7944
3975 11 33046
20985 11 10641
29998 9 13466
7857 11 29474
30471 0 20226
9954 9 12689
9550 9 13313
8041 9 14214
29184 2 25425
18279 0 29440
12689 9 19732
12689 9 30797
27892 0 25337
12689 9 26001
29068 11 6003
16339 9 28011
19433 0 24237
28347 11 32929
7049 8 2092
13354 9 2111
13506 0 15961
2398 11 13090
4014 9 12689
21349 9 7808
18737 9 866
9419 9 5325
13479 10 27386
16581 11 369
3245 9 32854
32396 11 5980
9634 9 18471
11725 0 19027
24517 9 16795
5565 0 21673
248 9 5904
12121 9 28011
22318 11 291
20565 9 4543
20855 6 16132
28154 1 6048
16071 5 27544
9854 11 13219
10509 9 24517
25932 9 29194
25374 9 23102
4671 5 17990
1207 7 18633
12689 9 12289
26639 9 1335
23776 9 20942
29581 10 8323
31157 11 26045
6484 7 14158
19074 0 32585
23878 9 21437
10467 11 3713
4039 9 28011
3063 11 6484
13832 9 353
27510 11 32863
19464 9 5768
25269 11 2538
8473 9 12689
21574 9 17139
26982 9 28011
6521 8 15166
8466 9 6711
12689 9 12362
16268 9 4743
9881 11 16044
28011 9 15107
28011 9 18471
3697 9 28777
28963 9 21453
28011 9 7651
15734 11 16127
29953 9 7808
23828 8 9494
17323 7 10067
19384 9 28011
30172 8 15879
22129 11 18926
13210 9 25156
3972 9 163
14530 0 1211
12183 9 24427
10907 9 10907
23466 9 24060
2869 11 6943
26690 7 28460
938 0 11135
24529 9 12689
752 0 2635
5658 9 26298
9145 0 8057
19343 9 12689
18125 10 9915
18471 9 4335
11999 10 98
25426 9 19211
28777 9 23390
1282 0 9392
12289 9 4249
28011 9 26008
30244 9 25197
5036 9 26036
24851 0 31524
10959 9 19690
4249 0 23759
28135 3 22547
17698 9 12689
4633 9 4801
24374 0 2530
20983 10 12345
25593 5 2316
18737 9 28926
118 8 508
28498 5 19840
26138 6 21239
5708 3 264
1868 11 13252
15842 9 3245
8168 11 20055
28011 9 28063
24359 9 15922
21863 0 3444
33312 9 10227
32402 8 941
12689 9 3619
33311 9 12689
10619 1 15969
21432 7 21772
23488 9 15847
9509 9 10509
2918 11 9250
11484 0 18393
25797 0 2116
9717 9 28011
20610 9 28011
24375 9 29086
17056 9 29487
13944 5 19539
16365 6 19870
2375 9 12689
5350 10 31785
4762 1 8542
14143 11 25685
7808 9 18193
3231 9 6120
30269 6 7235
15165 9 12362
21273 9 9509
30115 9 10644
13529 7 28506
1788 6 1782
25554 9 24942
7535 9 32892
18567 9 5618
29391 3 16620
18567 9 9233
27986 5 21220
723 0 30654
12970 11 13252
18822 9 12689
2345 9 10884
6003 9 29750
1377 11 32863
25715 9 12689
18840 5 11957
11212 11 29990
22176 11 16237
12689 9 6818
175 9 12689
24254 0 30566
26335 9 27964
18737 9 29411
14390 11 24229
5889 0 13579
276 9 1112
3231 9 18425
24262 9 16821
3273 9 6403
29038 9 20828
21655 7 14562
26036 9 19464
2254 9 12188
2185 9 4801
27064 9 13131
16038 9 12689
16492 9 10904
13697 0 31828
28011 9 29445
4039 9 27064
16702 9 3952
5777 7 8276
19722 9 30337
19050 9 31395
1362 11 21981
11577 11 15702
18013 9 21283
12689 9 6578
22955 3 4695
3040 9 28926
28011 9 2538
23266 9 23449
28946 9 4801
12689 9 28011
22290 11 19219
2909 11 22747
98 9 12689
15408 0 263
5772 0 16237
10509 9 18018
28011 9 12689
20211 11 11085
16093 9 28011
23463 9 7651
6475 11 21824
24193 6 23844
32138 7 16255
10308 11 13649
19043 5 5095
13192 11 23781
5119 0 5651
10327 9 12689
7068 9 14308
11943 5 8498
12289 9 28011
15633 0 1924
9145 0 117
14184 9 27892
13493 0 7826
17226 9 697
6173 11 15324
3821 11 10796
13739 9 28130
14565 5 24542
12689 9 6821
23262 0 5254
23767 8 29776
15138 0 24231
16309 9 18737
13714 0 22130
14832 9 21462
641 11 31134
2375 9 28011
15543 0 27050
20591 11 20576
15995 5 7873
5157 9 4801
8315 6 18737
27015 9 13832
19254 8 28706
32575 11 28392
30516 5 22471
23997 0 29504
246 6 18580
4014 9 858
27639 7 21481
2500 9 28011
14033 2 7090
20942 9 24396
2375 9 22488
22724 0 13897
23480 11 15842
19826 5 849
26001 6 519
7484 0 5070
13583 0 32916
170 11 15225
18261 0 18476
12362 9 21599
28154 9 32281
7131 0 3858
15136 9 18740
26088 7 9754
7695 0 3134
15670 5 1378
5828 10 20226
27577 0 23042
26658 9 28540
10262 11 13714
12689 9 17698
10085 11 3468
5080 5 28308
32235 4 7819
22848 5 21942
32501 9 3393
31251 8 1542
1924 11 27046
29134 9 31348
12711 7 6746
26899 11 23781
12689 9 18013
18784 11 25772
26083 11 11548
12689 9 4944
10381 9 29311
29958 9 30797
2938 9 30281
4801 9 11618
19211 9 9634
23667 9 7284
28011 9 15520
23386 0 10233
31722 11 3720
5703 11 28517
19930 0 4734
17839 7 17383
4208 9 18141
25584 9 19464
20890 0 10871
3231 9 6902
29927 9 28011
512 9 27794
4044 0 27395
7022 0 21246
19650 5 20748
18714 9 31785
30938 11 26327
15151 9 9634
19893 9 29083
9798 3 2137
8595 9 12112
12689 9 8740
27890 7 8142
27519 9 12689
14019 0 5135
2008 0 33193
5411 0 18248
21335 9 2708
25595 0 22338
23166 5 4450
1691 0 30898
3703 5 1922
4895 0 13910
10047 8 28469
1665 11 23983
30281 9 18239
9329 9 98
12689 9 12289
1567 9 28507
12025 11 19973
28011 9 13189
2375 9 10235
27420 9 906
30772 9 19415
29700 9 12689
16238 0 32920
25315 9 12289
22674 0 22198
28011 9 1567
14804 10 12693
15643 10 6590
12362 9 12362
23986 0 14175
28926 9 4039
29090 0 3897
14530 9 21898
7314 9 33266
11359 0 6459
17403 5 332
12689 9 25222
28011 9 2535
12689 9 28664
12432 3 6635
9548 9 1356
10389 8 26409
8855 10 6008
21113 11 4536
12267 3 4249
858 9 19384
17307 9 12289
7242 1 27618
15895 5 21341
29232 0 3738
1944 9 31061
22336 0 9736
4712 2 4778
22982 9 12689
10846 9 28011
22890 5 16810
13022 0 658
29806 5 13485
31917 8 2862
21561 6 21561
32192 5 17098
16378 9 28011
29714 11 10801
12689 9 16888
7131 9 28777
6950 9 29280
24517 6 2921
21332 9 31942
6796 0 27165
28282 0 6094
32668 11 13231
33280 3 4249
10529 8 6791
29667 11 25075
3245 9 28011
8137 9 24829
14106 9 28011
21672 9 26524
12689 9 11970
19149 9 12289
13049 9 7808
12689 9 3534
3959 9 12689
25310 0 13183
4801 9 29076
1112 9 8936
2909 9 10110
8841 9 31148
16121 9 12689
21937 0 25735
28011 9 30726
22764 4 10702
3697 9 12289
18714 9 25772
21540 0 20242
16255 9 25554
14386 9 12821
12689 9 12362
12689 9 25315
9353 9 12689
9634 9 21864
10330 5 18548
9935 9 30269
12362 9 5686
30652 5 19874
5209 5 20503
30417 5 16303
21780 11 7131
14327 9 28011
8595 9 29411
12689 9 16121
6314 9 22660
20200 11 30109
12289 9 28011
10104 6 17671
7370 11 23243
6008 2 6381
24154 8 4476
14878 9 31946
1728 9 7651
10811 5 24299
327 10 28449
6980 0 28333
23957 11 25582
24922 11 22130
4910 5 3657
10178 9 18929
31783 0 5995
12689 9 15400
30360 9 1189
12689 9 28011
27024 9 9740
16968 9 31806
23599 9 11193
16354 9 2375
687 9 29411
9634 9 21273
2375 9 28011
19478 9 18013
12689 9 19276
4959 9 25772
7306 9 28011
14777 6 24984
27844 9 3245
15306 9 9536
28101 8 981
12689 9 28011
28011 9 32627
28011 9 22959
29796 9 12362
3502 10 27644
33311 9 16684
19847 11 14824
12689 9 5995
10971 9 4801
12689 9 9634
24706 9 1112
19063 9 12289
9419 9 12945
10252 9 28011
4340 9 7223
26046 6 32533
23388 5 11011
27028 9 12689
1112 9 31151
20718 0 1481
12689 9 28011
9669 9 8514
17976 11 15012
18325 11 21564
24517 9 9427
14214 9 29086
9285 0 21316
30744 5 1221
7503 9 11955
10779 9 20513
24586 9 32252
27477 9 28011
19909 0 12085
15816 9 9419
23404 11 19205
20483 9 11193
25222 9 17867
17798 9 16888
227 9 32414
11489 0 1890
466 10 18760
12689 9 12689
10470 8 19007
30168 0 20122
4497 8 9280
13989 9 28011
10923 0 16578
9634 9 28011
27455 9 28011
26982 9 22435
18714 9 5157
27104 9 25156
27519 9 25821
22988 8 16503
26833 11 12090
12689 9 9557
29580 7 30463
9487 0 23154
21069 7 25055
7272 9 6100
29637 5 12208
27796 11 24839
20848 7 19784
16718 2 32166
2792 6 29130
21907 9 20942
20146 9 4801
7721 0 29060
4801 9 28011
10013 5 15051
29013 11 17256
30758 9 31064
28664 7 11608
13236 9 17307
28011 9 12943
22031 0 1351
25477 8 26847
32501 9 28011
20513 9 13583
4801 9 98
11828 2 11695
22183 9 28011
12289 9 18936
22493 10 30301
4249 9 12046
9262 9 4764
