33330 12
28011 9 8912
28503 11 19384
1326 9 13781
16378 9 28011
6032 9 8658
22037 0 19663
30714 9 29725
906 9 28011
4308 9 23612
906 9 20921
25229 9 28011
4153 11 20926
4249 0 10603
2254 9 6000
28011 9 12383
8409 9 28011
27104 9 23159
24027 7 31583
10971 9 4801
12689 9 10596
11147 9 12689
4293 9 28011
4049 9 16684
16287 9 22068
30469 0 27551
23488 9 28011
32025 9 4249
1728 9 21672
29307 0 6445
25156 9 17748
4249 9 13697
26700 0 28839
18384 9 23877
3697 9 20237
4801 9 27697
10033 10 4937
33237 9 25852
22142 11 27046
28011 9 19956
2378 9 28011
12689 9 15105
33304 11 26327
25197 9 30049
12689 9 9636
15489 9 13832
29280 9 858
7654 9 2375
12689 9 11117
30674 9 25937
25249 9 7131
29626 7 19938
28011 9 25442
28011 9 27386
28777 9 3697
14836 9 25953
22724 0 13897
7892 11 21753
26506 9 5845
12689 9 12689
9509 11 25874
5618 9 31075
32904 9 25278
13741 9 15984
6818 9 18670
25772 9 29968
24651 9 28011
9550 9 15520
32417 0 7535
12689 9 28011
353 9 24529
14059 9 10509
8920 9 6100
30258 9 27844
24829 9 13551
23102 9 30797
32049 9 28777
12859 9 23041
9634 9 28011
28011 9 17519
13236 9 12689
17698 9 19732
17867 2 10235
9183 4 31271
9108 9 13534
18269 9 1112
6100 9 3683
12689 9 7695
12689 9 29953
14214 9 7357
5567 10 13210
29608 9 13609
4801 9 11643
10736 8 6952
29608 9 4014
28011 9 17054
13603 0 9744
5463 9 16309
7618 9 4161
4161 9 12689
8657 9 10846
19690 9 12689
12289 9 12689
20549 9 6954
23252 9 9756
7266 9 9823
19063 9 12289
29413 9 12689
28011 9 19893
12121 9 12689
15583 0 20638
3808 0 12298
23776 9 5845
12689 9 22796
9509 9 18970
12689 9 32660
20844 0 1419
18633 6 2841
28100 9 24902
12689 9 28011
1728 9 28011
8514 9 2708
8938 9 32660
10846 9 22565
28228 11 1693
4906 6 116
8785 9 2375
14184 9 20163
6297 9 28011
21273 9 24829
4772 9 3619
24829 9 12689
25514 9 25821
28946 9 1326
17919 9 12689
29106 2 11539
13714 0 19391
28011 9 23490
3448 9 26036
28011 9 3448
21847 9 28250
12689 9 11016
31045 9 18929
5307 11 29137
31123 9 2375
8414 9 27064
6329 6 33172
3245 9 4801
14598 8 689
3354 9 5465
12689 9 2733
28011 9 31091
13696 9 32049
15579 9 16718
12289 9 9329
8514 6 26377
8407 9 3569
28011 9 32252
24192 9 22648
22672 8 13890
12689 9 9457
13493 9 10638
21273 9 25367
12689 9 13236
18929 9 29038
9707 0 443
31946 9 8414
5576 9 24911
33245 9 29977
14462 9 16684
2446 9 12689
29826 9 22518
6895 8 19462
9634 9 30258
8402 9 3448
28011 9 18698
25271 9 31393
3955 9 9104
13359 9 15579
5546 9 14691
25685 0 19099
9262 9 11999
11168 9 12689
12689 9 28011
12289 9 7910
16473 5 13264
22488 9 31942
7910 9 12689
6484 7 14158
28011 9 19732
31348 9 28777
12689 9 17909
1310 0 27954
21257 9 12383
20896 9 13534
16838 9 13236
23915 3 21761
10687 9 12689
20212 7 26237
7306 9 4905
12689 9 10904
20682 9 3448
18381 6 3050
5459 9 28011
9562 9 28011
17698 9 12689
2385 9 27114
28011 9 21907
4249 0 21204
12689 9 12177
28011 9 20959
5933 9 19690
14033 9 27226
9515 9 16309
19951 9 6032
20855 6 16132
19211 9 13049
8466 9 18740
13359 9 17540
30739 11 30077
2375 9 11462
26564 9 27660
28011 9 18013
23041 9 32943
28011 9 12689
13534 9 25953
5209 5 20503
6980 9 13534
31061 0 20011
12689 9 353
30414 0 13958
13228 9 21672
1326 9 32250
33311 9 18557
6100 9 12689
6578 9 12289
28946 0 1116
13102 9 1112
28011 9 10381
15677 1 4372
3972 9 12689
28011 9 7123
1335 9 29307
9262 9 4764
4694 9 1944
17139 9 28938
32235 4 3215
7064 0 30925
28498 5 19840
30779 0 1562
