33330 12
23262 0 32042
4698 9 2569
27024 9 12016
20226 2 7203
16919 9 30258
25772 9 32250
8666 11 28864
14878 9 4801
20985 11 10641
5276 0 11712
23252 9 1651
7534 11 29154
27892 9 25659
25973 9 353
13048 9 9273
22553 8 10955
6118 9 24839
8622 0 6486
7953 0 29285
18907 9 21273
21021 9 18013
7767 0 20892
995 9 13131
18737 9 29411
25729 0 4257
5050 9 18013
573 11 26864
12689 9 8968
11828 2 11695
4910 5 3657
22176 0 22055
31926 11 25267
14456 0 19864
21847 9 6578
15136 9 31123
24864 0 1833
7503 9 11955
22641 9 20894
12289 9 28011
30531 7 17511
98 9 3231
32535 0 30179
20447 0 25135
22010 11 11012
16595 10 20226
9011 9 10960
4014 9 25197
25557 11 3259
12689 9 5742
14214 9 12689
28011 9 446
14095 9 33245
26754 0 13699
22938 8 12936
4801 9 12689
19117 11 15039
26568 8 1314
18013 9 19211
1619 9 28777
17698 9 26429
22731 11 32005
21196 9 18670
20612 0 13285
8604 9 12689
30278 0 18816
9500 8 11276
28011 9 27400
9329 0 8789
11725 0 19027
1529 0 11092
22296 0 6365
6902 9 12188
25810 2 9939
29092 11 20531
16339 9 28011
27892 9 3004
4249 9 21257
26124 0 12008
12689 9 25156
1135 11 26261
12689 9 1543
18681 0 11466
1310 0 30185
18995 7 22971
12689 9 18081
897 2 18854
18737 11 2377
16838 9 2846
279 3 4249
26300 8 19895
6910 11 6902
12689 9 29411
31761 0 9449
3354 9 20942
28011 9 4801
353 9 30779
1173 9 20513
4223 11 28066
4939 9 11193
14214 9 25156
12689 9 18698
10710 9 21984
12689 9 28011
15489 9 13452
17430 0 12814
12289 9 19343
15694 0 23273
18384 9 15017
2375 9 8240
18114 11 1310
6484 0 18162
32356 9 9529
24410 10 25837
22257 0 9230
5736 11 9507
24093 9 24529
1277 0 3850
20513 9 4694
5080 5 28308
2918 11 9250
12362 9 31394
3966 8 26786
28460 6 27312
25937 9 6032
19383 9 4293
22626 9 20051
23411 9 4014
1635 9 12121
24913 2 22590
28011 9 33191
26036 9 12689
28011 9 12689
28011 9 15400
13382 11 10582
18768 0 17009
21432 7 21772
23640 11 22031
3448 9 21321
20375 11 30662
27794 9 3952
16378 9 28011
4905 9 12689
1567 9 28011
4489 9 30258
10736 8 6952
9669 9 25197
6613 5 32598
18567 9 15273
16728 1 17846
19690 9 21574
4378 0 25387
22031 0 13057
7452 9 18507
16121 9 12689
12689 9 12689
17438 11 17384
13913 7 720
