33330 12
12362 9 21908
4249 9 21273
25532 11 8547
18013 9 12689
13409 9 29750
33037 9 11193
26091 0 833
19690 9 13359
2375 9 17226
21667 9 12289
4841 0 12967
16787 9 28011
31782 9 282
9073 9 7651
7810 11 27520
21273 9 1112
11423 8 21845
6927 9 28011
12362 9 21257
17867 9 27794
23781 0 8525
26623 9 25141
4532 9 9143
23855 9 12289
1156 5 16303
15650 2 17314
11417 8 21113
28011 9 19211
3697 9 30493
26564 9 3231
1084 9 24795
20894 9 33311
4801 9 27046
15966 0 6629
29311 9 33244
7808 9 21332
24562 9 2375
19828 6 8586
9061 5 1378
9795 9 12689
15690 0 1698
32523 5 30930
1699 5 11832
14384 9 21556
12121 9 12689
13783 11 25720
1584 0 6843
12689 9 28063
31652 3 28355
12289 9 25197
12689 9 16103
25770 9 28172
21908 0 20366
30286 9 4801
24152 2 31150
12689 9 23107
15602 0 30931
6288 9 6463
1636 9 8514
12689 9 13551
22382 11 14026
18186 11 6894
3257 10 30301
8363 9 12689
4633 9 28664
3111 9 6578
30414 0 32323
21116 11 4536
3231 9 12689
14364 8 20399
23449 9 18193
9108 9 5618
21644 5 781
30849 11 29961
7925 0 7457
17653 11 28692
20019 9 27697
17704 9 12689
22031 0 8716
13502 11 23282
6818 10 31785
32510 11 10163
13313 9 22037
19343 9 30564
17005 0 17573
9634 9 20019
32809 7 13029
5465 11 22615
25347 8 29002
5354 9 8895
32852 9 12689
28011 9 12289
27103 11 29779
12257 0 11330
9312 11 27762
16887 0 28853
18557 9 19377
29927 9 4897
28011 9 28011
18614 9 5463
12689 9 2938
9441 6 2958
20665 11 9990
28650 2 14290
13410 9 12689
9634 9 27346
24517 9 28011
7999 9 4139
12689 9 4917
6578 9 23252
6635 9 12689
21908 9 19063
17222 8 18633
17867 9 18546
7552 9 28011
8323 9 15733
22764 4 15026
27980 10 31785
27003 11 20652
12289 9 29092
10111 7 14454
27844 9 12180
28397 0 6804
17512 8 14228
21273 9 3717
7792 9 29725
15650 9 15650
25197 9 20942
21057 0 20975
16468 4 4591
18514 9 1112
18754 8 9344
22640 9 32108
9509 9 12689
12482 9 11055
12362 9 8514
8402 9 13102
23466 9 12689
28011 9 8177
28519 9 4801
4249 9 12689
24679 11 14566
7284 9 28507
32108 9 23824
33225 9 9329
8759 9 27669
32060 0 4812
21898 9 16121
27187 9 29038
12689 9 23901
24630 9 28011
28011 9 20814
17063 9 28011
20894 9 28938
398 9 29700
875 9 12689
28607 9 5901
3127 9 15450
8397 8 12022
4633 9 10200
12689 9 31123
22870 7 534
12689 9 26124
3914 9 17418
6016 9 20170
7290 6 3147
21772 9 906
12689 9 28600
21908 9 30797
18714 9 13444
9104 9 19464
14976 0 22941
28011 9 27478
12689 9 25315
25004 11 20160
7808 9 7952
7753 7 17254
30742 9 8240
23781 9 28011
3604 9 12362
26982 9 21984
4801 9 21299
13485 8 30484
33311 9 26138
12689 9 410
27064 9 28011
1115 9 30337
2562 9 32414
27168 10 125
26442 9 21321
9410 6 14141
28011 9 16093
15151 9 31942
20513 9 21540
25234 8 9304
