33330 12
27478 9 29132
32176 6 2985
7808 9 19204
20226 2 24222
15003 11 15471
28011 9 28063
20878 9 3951
21436 9 31942
1563 7 1563
15584 6 8934
12689 9 28482
28741 11 18174
9634 9 23148
9823 9 17436
30892 0 430
10237 11 12132
6902 0 9244
28011 9 12689
25073 0 19640
1115 9 12689
14462 9 26758
31181 9 26564
1112 9 8277
30564 9 12121
4801 9 31017
13614 8 27125
30573 0 9293
10380 9 10380
3704 0 27604
14308 9 14214
8514 9 12689
12689 9 15489
12289 9 17529
12689 9 15932
25659 9 15966
14351 11 568
4960 9 18269
28154 1 14221
4801 9 31332
10060 9 28011
32049 0 23034
18269 9 32592
18309 0 8678
7620 11 24960
28650 9 12289
7452 9 20826
12838 0 11120
729 0 14442
33319 9 1115
32000 8 32401
22359 8 24566
19153 9 19159
28706 5 19254
31756 9 23252
20734 7 175
26295 0 19666
2154 9 32215
28978 8 15850
3198 5 10396
12351 0 2723
21370 9 19211
13551 9 12689
16044 0 25994
2446 9 12289
12289 9 12689
28011 9 12362
12289 9 9823
21681 11 29700
6455 9 14110
10941 6 12968
13946 9 13372
8670 0 20163
13493 9 24829
15047 0 7707
11837 8 15950
571 1 483
4839 9 30985
12689 9 27930
1220 0 8956
28011 9 12945
1550 5 18290
13314 9 20901
10634 9 8595
6251 6 136
26067 5 27236
13359 9 28011
28011 9 14288
31946 9 28664
9717 9 25191
26036 9 12689
24860 9 11718
17287 0 15870
20612 9 28011
18294 7 7184
7009 9 11725
13362 6 15452
28011 9 19958
5674 9 7910
25732 0 29241
398 9 2336
12689 9 21908
19517 0 24811
21644 5 781
28650 9 14214
33243 9 24093
12689 9 24427
10122 11 27844
22435 9 13189
10968 0 8201
17172 9 12689
27297 0 18488
1402 7 26138
24512 9 28011
3912 0 20365
15650 2 17027
4905 9 27566
463 11 15225
11008 8 4422
24338 9 17698
29618 3 13603
16137 0 2232
8094 0 4054
4801 9 33245
33311 9 28011
17056 9 28011
30674 9 10846
26124 9 12689
28946 0 6594
9634 9 28482
12689 9 31451
15839 11 31806
15764 0 22300
27668 0 5965
14591 9 5059
33313 11 31825
12975 0 3144
29529 0 2767
4654 9 28011
9910 3 18151
10716 5 21398
28377 5 8008
4249 0 31457
3717 9 15701
12689 9 8107
31420 11 23243
25794 6 33320
32235 4 12205
10537 11 9185
5637 0 24312
17698 9 4573
29038 9 28011
22372 9 18714
2302 11 15974
24829 9 31946
32146 5 31834
12689 9 13832
20423 11 5892
13522 5 4450
8509 0 8131
29920 7 31690
31133 0 25504
13219 0 4138
10796 0 5772
1409 11 21824
11962 7 19989
3231 9 23855
31204 11 20305
10760 9 26623
28157 11 17017
25315 9 4647
9888 7 32897
3336 9 28011
19819 9 17867
33313 9 21280
13018 7 10949
819 9 30269
28011 9 21908
14198 5 4255
29130 7 2792
1310 0 3751
28011 9 12689
16255 9 12689
16040 7 15251
18907 11 28734
22637 11 27659
7668 11 10793
28650 0 26760
16465 0 31564
20365 9 12289
6329 4 20187
23611 8 1984
18269 9 19211
4532 9 28011
15778 11 9880
33191 9 32414
19386 6 8348
28011 9 11130
28482 6 18298
12610 11 25110
15217 11 18122
12289 9 16309
9244 11 24617
15160 0 13749
3909 0 9479
30049 6 29506
31934 9 28011
25454 9 17797
9634 9 28428
12689 9 8595
28011 9 8935
19384 9 25599
17859 10 15650
28011 9 15178
24344 11 1169
10533 1 26695
32235 4 2960
15151 9 28926
21472 10 23149
30 9 7336
866 9 20908
6886 5 6567
27783 0 3859
6014 0 2587
3330 11 18936
12016 10 20226
3354 9 12689
12689 9 16121
9634 9 12689
10498 0 614
1735 0 17587
24839 0 17476
13131 9 18201
7009 9 17315
31038 9 25426
12689 9 8604
32382 9 12689
31413 11 12756
12451 3 13314
14863 0 9711
19050 9 12320
26781 9 12211
16339 9 30512
2887 11 25070
2206 11 3140
26417 11 22037
30154 11 7803
17534 7 6551
31573 11 32974
4014 9 19384
5491 9 6927
6578 9 12689
10931 9 28061
4240 0 30890
15412 6 18818
31348 1 15596
17950 9 16888
3245 9 9669
12689 9 29318
13493 0 10552
12289 9 8604
10174 11 12591
30797 11 25315
32594 9 3336
14520 3 4249
25837 2 1089
28333 11 6980
9194 9 22551
21599 9 4748
11520 0 31969
32863 0 15428
9634 9 18425
8177 9 30209
26202 0 4548
1016 11 23590
20795 0 6123
31191 2 31526
13914 11 30941
17412 9 23159
30269 11 19690
3764 7 24975
607 8 24292
11762 9 2733
8820 6 2859
12689 9 9419
29694 8 19375
30833 0 16575
28412 9 9973
11700 0 4898
5178 11 30414
768 5 11580
26124 9 26124
28763 11 20814
12689 9 12289
8060 5 18280
5465 9 12689
32750 11 13892
28011 9 28155
14602 7 25546
9769 9 28011
29861 0 8608
30744 8 4858
20402 0 30719
24839 0 24680
29194 9 13832
17867 9 19059
13493 0 8212
993 9 8523
7119 11 30639
10618 0 14654
23598 9 12689
32246 9 28011
19501 11 26091
10534 5 10363
26793 9 2680
30543 11 1704
21363 11 6841
12234 9 22886
12689 9 23449
20226 2 31374
6941 0 17154
11888 3 2039
19142 9 9634
2446 9 12689
11191 11 14645
15178 9 3231
28011 9 13131
12689 9 27879
22615 0 16197
27256 5 3882
28011 9 16093
15667 11 25165
31782 9 26564
26094 11 27590
31934 9 12689
16496 0 9835
28011 9 28764
28011 9 12689
11280 9 4532
10846 9 27936
19991 0 30915
25163 11 5772
23575 9 13131
30836 10 6008
32195 11 22749
29858 5 29147
20874 9 17867
26926 8 32624
32235 4 5221
13134 11 31463
14214 9 12689
7341 1 19601
26445 9 27024
