33330 12
2375 9 25084
2591 9 28011
13913 7 720
1084 9 12689
21826 9 439
2955 9 21388
28011 9 17816
21321 9 18737
12467 9 12689
468 9 16121
23878 9 12411
13131 9 21826
14990 11 24733
31422 9 3245
15988 9 32558
21908 9 17937
4743 9 1714
31942 9 26252
30797 9 22320
12689 9 28011
4156 9 12689
4014 9 29306
10509 9 24517
32052 9 8273
7618 9 4161
12289 9 18471
12794 9 28011
395 11 20813
28782 9 12689
7306 9 27512
28011 9 28011
10314 8 9838
4205 9 13131
28011 9 12689
15734 11 16127
22324 9 24285
10308 11 13649
28011 9 14363
12689 9 16423
21273 9 15540
32049 9 12362
19211 9 9669
21057 9 10580
12720 0 14032
16309 9 18737
7341 9 33319
28011 9 5459
19050 9 31395
12689 9 15579
13894 9 13131
32198 9 12689
7808 9 28011
31942 9 9529
12689 9 410
4671 5 17990
18141 9 31091
8409 9 28011
12188 9 2375
28011 9 32230
7808 9 17945
31080 8 19181
9669 9 28011
12689 9 12383
19722 9 30337
28011 9 12689
12689 9 5440
2374 9 27110
18670 9 15521
1680 9 12689
28011 9 18324
12689 9 2446
31782 9 16363
7649 11 28404
28011 9 12689
9412 8 12435
15655 9 4615
12689 9 33245
12383 9 18475
23252 9 14878
12689 9 28011
9015 9 8595
33221 9 28155
23386 0 10233
26982 9 12121
29411 9 2391
9634 9 28011
21335 9 3231
28011 9 13102
27477 9 33191
9634 9 28011
15682 9 28011
28011 9 29076
26982 9 2487
7910 9 12289
4014 9 12689
10875 9 19211
21273 9 1783
3943 9 4249
15841 9 32307
30703 8 33140
26138 6 21239
3402 9 12689
420 9 18296
13887 11 6537
7695 9 18324
3808 2 18686
2296 9 12689
9273 9 16093
15564 11 22031
28011 9 6361
18425 9 7498
12689 9 11213
26679 9 28011
98 9 9457
27187 9 12689
12689 9 12289
6908 9 27794
8758 11 4080
7901 0 20915
19343 9 12689
1411 9 6547
27669 9 33245
28011 9 11559
575 11 2374
9609 9 2375
11609 5 1221
12689 9 21843
28011 9 12689
9634 9 7651
12383 9 12689
12689 9 28011
12689 9 28011
28011 9 8466
227 9 4193
28011 9 3448
28648 3 9839
25222 9 7009
28011 9 4437
27697 9 28777
28011 9 32943
28011 9 1695
30674 9 28011
28011 9 16378
9634 9 21756
15670 5 1378
28011 9 20942
3354 9 8968
15379 9 12689
27844 9 28926
4743 9 28011
23252 9 22251
2708 9 26982
10002 9 3697
7808 9 12689
12289 9 21826
30797 9 18714
28063 9 28011
12362 9 31394
28540 9 18929
12689 9 31994
15165 9 6503
27519 9 12689
23404 11 19205
18193 0 11216
18670 9 6954
9439 5 11877
6908 9 25315
3191 8 6569
28011 9 31793
24375 9 28011
28011 9 31113
9636 9 7808
8936 9 8402
14169 5 17222
28011 9 13597
21908 0 17702
11193 9 15701
10923 0 16578
14854 9 25635
28011 9 23914
9823 9 18714
28011 9 15520
12689 9 7284
8281 7 29306
12689 9 12689
3879 9 12689
23466 9 5440
20513 9 33191
26377 9 6100
5463 9 16309
21574 9 25902
14214 9 25197
5521 8 3810
28011 9 17797
28011 9 17884
5157 9 12689
8740 9 14703
12289 9 21826
28664 9 7808
31150 9 18425
5427 9 1523
3525 7 28711
12689 9 16093
19343 9 28011
11128 0 25241
28011 9 2375
9669 9 858
31414 9 16460
28011 9 12188
12689 9 23490
26855 9 28799
29086 9 21370
12149 9 7651
28011 9 944
10846 9 12689
2590 9 12689
7503 9 11955
28650 9 3308
8428 9 18714
12689 9 2446
25271 9 27024
3043 9 13210
8841 9 31148
28011 9 19343
12689 9 28011
27200 9 27200
6950 9 28011
31096 9 20513
10311 9 18162
17254 6 12563
7155 9 21761
12362 9 28011
21347 9 25902
29165 9 12289
12289 9 31946
12689 9 31785
6902 9 12188
12689 9 27794
20019 9 6578
9276 11 6943
1115 9 21908
22427 9 11016
1112 9 14214
7022 0 21246
16684 9 32859
22563 9 13534
30360 9 9634
28650 9 21672
24081 11 4536
24829 9 12689
17226 9 33191
12289 9 21826
28818 5 17415
27067 9 9634
31934 9 6398
14389 5 32257
25315 9 24829
28883 0 28012
30010 9 20958
26506 9 12689
23094 9 15521
28011 9 14691
16515 8 24620
16838 9 18567
16465 9 31797
29177 2 19678
16102 0 14718
13551 9 11016
12689 9 28011
22183 9 28011
9015 9 23710
1162 9 5845
12289 9 18714
28011 9 18605
1310 9 28011
26370 11 31848
29515 6 23914
27226 9 22427
14815 9 8009
13073 9 3972
30028 9 21911
28011 9 2375
15450 9 10062
8414 9 2402
12689 9 1173
32252 9 12689
2972 9 12689
28011 9 10589
25582 9 12689
12689 9 29820
28011 9 12689
1282 0 9392
31979 9 9859
9189 9 12689
12289 9 28011
7329 9 3924
2629 9 6118
4743 9 17054
30269 9 16838
12289 9 12689
7110 9 12689
2296 9 27844
23490 9 16435
23268 9 20877
12689 9 24222
3231 9 9309
12362 9 12689
29411 9 28011
9803 9 12689
12689 9 441
1207 7 18633
30269 9 12689
4801 9 25156
27892 0 25337
5427 9 25554
5491 9 558
19826 5 849
28011 9 33104
28926 9 12689
13832 9 28650
16838 9 3231
19560 11 5281
12289 9 28011
4249 9 12689
28024 0 20425
28011 9 26036
23390 9 13048
15273 9 9225
13152 11 28737
31841 9 4905
32669 9 12689
30476 5 4709
9329 9 22617
12689 9 3804
15627 9 2375
13696 9 32049
19140 5 17664
6923 9 33031
13525 9 28011
12689 9 15520
16779 11 15821
22705 9 3902
10687 9 28011
30669 9 26036
16093 9 8414
27512 9 30493
28011 9 12689
12689 9 25564
28993 9 25156
21574 9 12689
15415 11 8859
9634 9 19211
10852 9 18936
12689 9 10336
15966 9 12689
12689 9 12689
12689 9 1112
23040 9 9634
13131 9 12289
26001 9 12689
18930 8 16647
25493 9 10509
7131 9 19732
12689 9 10063
12845 9 18326
7145 9 9464
2446 9 12289
31969 9 18514
21372 0 1335
22988 8 16503
430 9 28011
8807 9 28011
12689 9 20895
5428 7 10737
8168 11 20055
18269 9 28011
1500 9 8839
4942 9 28011
14214 9 32482
28011 9 31782
9634 9 25920
16528 0 30471
28011 9 32904
27844 9 29062
12978 11 32185
29038 9 20828
13697 9 15273
12689 9 22324
21273 9 29086
27794 9 33319
30652 5 19874
12689 9 12689
12416 11 10796
1115 9 28011
28011 9 12188
12689 9 12289
18013 9 26982
5350 10 31785
14885 9 4647
9435 9 27187
8818 11 22628
3662 9 9634
12689 9 10846
3972 9 13375
28011 9 6398
30939 9 25715
12689 9 27794
28777 9 12689
11213 9 12689
25197 9 30049
12689 9 17698
28011 9 4801
23034 9 18218
8262 9 9550
12689 9 28011
29307 9 27477
14123 9 32587
15521 9 18988
3955 9 23984
12689 9 858
20575 9 22251
1101 11 13714
8850 0 10102
1112 9 28011
10966 9 8466
9457 9 3972
18714 9 14530
26084 9 27015
16121 9 18929
17946 9 23852
28664 9 12689
14112 11 23277
22108 11 9902
12689 9 28011
916 8 3464
12362 9 5686
19343 9 16888
12689 9 8281
19033 9 13489
31289 9 12689
10038 9 12689
7190 9 32592
20513 9 21321
12289 9 12689
30512 9 18857
9609 9 20884
28011 9 20884
19143 9 5645
14610 11 31709
9515 9 9973
12689 9 12362
22858 9 23878
21826 9 16492
22764 6 11751
32103 9 9609
5320 11 29793
172 11 33305
15151 9 28011
10846 9 14510
11721 9 7755
23449 9 28011
12689 9 4249
3959 9 12689
18929 9 19499
12689 9 27477
12384 0 30657
16268 9 10227
27015 9 9548
12383 9 12383
6661 9 12689
11858 11 7767
19737 9 28011
3972 9 12689
9634 9 12689
33245 9 28011
28011 9 19690
5325 9 28011
26429 9 14723
27779 11 11027
1910 8 29099
16838 9 26781
12689 9 28600
9634 9 11157
28011 9 7695
12689 9 11462
2938 9 31123
9208 9 3914
6578 9 12689
5618 9 31075
28011 9 9907
25050 11 6599
3354 9 12689
29953 9 8184
9496 11 16044
1209 9 12689
1769 9 6980
10204 9 9353
21273 9 33313
30726 9 1112
15393 9 29209
28011 9 3697
15151 9 7808
12188 9 22869
24375 9 4942
28011 9 20770
28011 9 14508
28805 9 26429
9149 9 14068
31370 9 15379
5768 9 21540
30135 0 30096
21428 9 13226
25973 9 28777
123 9 12689
4249 9 4249
28011 9 6908
28011 9 11426
31016 9 12689
7436 9 2185
4801 9 10038
27791 9 12121
32594 9 20698
25197 9 29700
23575 9 28011
19732 9 13131
12689 9 29725
27844 9 6100
9149 9 28011
21273 9 12689
22982 9 25559
12289 9 21515
12188 9 5742
28011 9 14878
28011 9 8936
28011 9 12689
12689 9 11016
25374 9 538
20330 9 22043
28011 9 3955
7110 9 9756
22251 9 25315
12689 9 13551
26429 9 9309
12689 9 24651
27466 9 31065
9487 9 30258
8872 9 12689
28011 9 8935
22251 9 2375
29173 11 30639
12689 9 32281
14106 9 28011
15484 0 19721
26510 9 30779
28011 9 15225
6980 9 4392
19542 9 2375
28926 9 14884
28926 9 22037
14214 9 14214
11193 9 28011
12383 9 28011
5017 3 31242
18633 4 26440
4905 9 12188
10220 9 18951
15764 9 17139
1949 8 27254
30749 9 12689
9419 9 31821
10227 9 15520
16387 6 33286
22680 0 23778
23855 9 21418
27477 9 858
12689 9 21892
28011 9 24093
31903 9 25615
16314 9 12689
12689 9 22109
29076 9 1084
32592 9 24701
28777 9 26323
30531 7 17511
20548 5 31440
12289 9 28011
24517 9 9396
22986 9 12289
2651 11 25144
26239 7 21312
23878 9 6288
28011 9 19732
12115 9 10380
20226 9 25599
32573 7 30695
12149 9 21381
5933 9 14691
23490 9 10796
12289 9 2375
24629 9 12689
12689 9 4801
27844 9 28011
26610 11 18269
18331 9 27024
7763 0 11721
2337 9 25973
23449 9 4801
8759 9 8759
12689 9 23449
16737 9 28011
6074 5 22542
9634 9 17698
33251 9 13484
13313 9 12689
27064 9 18269
18641 9 21908
17930 9 4408
19063 9 12289
12289 9 30387
11807 9 27501
3124 9 21273
4801 9 25156
9435 9 28011
29385 9 3111
27718 10 28650
2375 9 17139
4567 11 29700
6919 9 4014
28926 9 24629
16309 9 18714
16492 9 4801
12689 9 33319
9823 9 6100
12689 9 30269
8194 5 28647
12362 9 6503
8841 9 17291
10846 9 22565
2375 9 19804
2108 5 12609
5658 9 26298
12689 9 30797
11791 5 27007
9193 6 13068
2972 9 12362
5465 9 1112
21273 9 32277
23575 9 28011
32587 0 20658
4405 9 23202
26568 8 8297
18324 9 32660
2968 5 12562
12689 9 4249
22031 0 20315
31075 9 28011
12289 9 12689
11213 9 15273
28011 9 27953
28011 9 6601
12289 9 12289
28011 9 10198
8466 9 8077
25624 0 19075
2538 9 14321
23915 3 21761
28462 2 18637
25964 9 29821
28011 9 23873
12689 9 24942
28011 9 28664
7453 6 21699
