33330 12
6925 9 22982
28011 9 26982
21276 6 27895
32096 5 22577
30999 3 4249
31041 8 17330
28011 9 15107
26510 9 30779
32592 9 1909
32751 6 26755
11280 9 28011
24878 9 19033
22724 0 2354
28011 9 11019
32819 11 4007
33120 8 24224
29257 9 30772
28011 9 11725
28011 9 19722
12689 9 24860
3697 9 18760
29796 9 12046
28011 9 8402
10637 11 18518
10863 5 2781
9149 9 11168
29978 11 19938
4839 9 28011
12689 9 20268
30269 9 3336
6412 0 20768
10846 9 2446
12289 9 20019
5237 0 32419
27519 9 25821
4661 11 19182
14479 9 12362
22933 0 16245
26568 8 883
19938 9 10178
18471 9 15634
3709 9 16121
12689 9 5742
16441 6 7138
32281 9 875
4913 5 22197
28011 9 32660
28011 9 6958
5300 10 22406
18936 9 19211
26567 5 31380
30886 9 6003
3276 10 6008
17436 6 830
25120 9 18013
28011 9 7808
30171 0 24155
28011 9 28011
14341 7 5157
10135 0 22727
6895 8 13790
28011 9 23490
14043 9 329
30814 5 29029
27015 9 18486
323 9 12689
12689 9 4801
30652 5 19874
4765 8 6077
32892 9 27094
25070 0 23379
15337 11 155
20958 9 18179
14143 11 25685
15579 9 23136
18552 9 10931
31227 5 20419
12385 7 21436
7767 0 20892
25084 9 16121
9004 9 906
2375 9 25631
19276 9 8904
31063 11 7869
20815 9 2375
28011 9 12689
21890 11 23391
12689 9 15244
28771 5 10481
16378 9 13525
9544 9 29761
4395 3 16442
32570 9 13313
5556 0 22336
1292 0 8867
24896 9 8920
28011 9 29117
8656 0 13528
26031 11 16867
12383 9 21257
15521 9 7808
27477 9 858
282 9 31064
31934 9 28011
9634 9 1326
30628 9 15847
28011 9 25744
24469 5 3676
18670 9 6578
15690 9 28011
12384 0 22992
21544 0 19293
12689 9 32232
12687 6 3860
19167 11 1780
18079 9 21121
21847 9 4647
6954 9 12289
4706 5 2075
12289 9 4743
28011 9 2185
19819 5 23745
28011 9 7639
32235 4 3346
12383 9 27477
23196 6 30094
27743 0 9600
11245 0 30939
25454 0 31825
14776 9 12121
7612 5 14616
24878 9 28011
6711 9 12689
12689 9 27151
25105 9 28011
369 0 14011
12289 9 12689
29028 11 18384
28664 9 4185
11618 6 5309
17269 9 9669
6008 2 7205
26138 9 16968
12689 9 12383
6910 11 6902
28011 9 28938
24839 0 9998
12689 9 12689
6314 9 24829
1625 7 16312
4801 9 3955
17241 11 5582
10245 7 8578
12121 9 12689
9468 0 10289
27306 9 23159
18345 11 25615
12188 9 19211
7321 0 17311
10381 11 5386
18096 3 15773
17565 5 7923
1249 0 1656
27057 11 15624
3506 9 4489
32277 9 32854
17957 9 4801
5130 5 31968
134 10 20226
12575 0 7625
19383 9 3972
8137 0 17987
5736 11 9507
33057 0 21823
22848 8 22139
8185 11 14976
9609 9 19892
2185 9 30434
12689 9 8740
13314 9 12689
22971 7 5157
12362 9 12689
593 11 9814
14214 9 31064
21478 5 18930
29779 11 29194
4249 9 26377
12689 9 3354
1952 9 28382
11596 0 13902
9756 9 29009
4701 9 11967
13737 0 9442
1226 8 8352
13666 8 27218
12289 9 18714
20725 8 19689
2327 9 1944
5440 9 12689
3955 9 23984
28136 6 20060
28011 9 15400
18580 0 32446
23159 9 7184
23776 9 20942
28011 9 33252
12689 9 25514
19245 0 1115
16496 0 12880
8281 7 29306
5827 0 1469
3699 9 22565
15517 9 29041
21350 5 15206
23229 11 15626
22435 9 28011
6978 0 29555
6000 9 8034
28883 0 28012
33245 9 12289
8152 5 16215
31633 11 14662
28011 9 12689
7695 0 3134
15393 9 29209
9634 9 14214
1830 0 10368
9509 9 7808
15489 9 9020
28011 9 9419
27890 7 8142
28011 9 31091
28534 11 1691
19276 9 12689
12689 9 30797
8595 9 29411
25770 9 28011
28011 9 26377
1529 0 11092
25070 9 12689
8207 9 22749
4249 0 26280
11762 9 10230
16838 9 2846
16561 11 16044
28011 9 16599
23490 9 22435
32390 10 8660
5867 0 26445
9823 9 28011
12799 9 3245
4405 0 20603
5908 3 31075
7284 9 31113
26124 0 3252
17987 0 7650
9244 9 30797
11697 0 13197
32949 0 7048
25715 9 28011
9324 9 16684
27798 9 28011
28011 9 25084
27067 9 9634
11636 8 29549
28664 9 16888
27386 0 2154
23679 11 32980
28011 9 12289
31641 0 13755
20192 8 1986
20548 5 31440
30303 11 7336
22037 0 29966
12689 9 18425
6297 9 9309
6640 6 22190
25635 9 28011
17482 0 13108
1336 9 25514
11225 3 9276
9800 5 6651
8968 9 21826
12689 9 29411
27821 9 14068
12976 5 23526
9634 9 12689
9509 11 25874
481 11 8134
24310 7 29385
33062 0 6418
28011 9 18546
22816 0 1421
28011 9 7933
12054 11 25472
19722 9 28011
30915 9 6414
11370 7 8107
12289 9 28011
12689 9 12689
21240 0 30698
7563 9 19211
1691 0 31442
12689 9 2375
9634 9 302
12689 9 11044
28011 9 7952
6578 9 15600
880 11 6537
30743 7 22986
26833 11 12090
29038 9 23725
10062 9 1093
25181 0 32782
14776 9 28933
19057 3 20383
28650 9 12689
24896 9 32215
12689 9 16718
6578 9 31113
17189 9 26445
12362 9 28011
13455 9 12689
13499 9 16202
8151 9 32592
1971 8 6338
2007 9 4489
21121 0 9566
28810 0 13834
9369 0 11077
30890 11 29657
22685 11 15602
12794 9 28011
21621 0 12744
15218 8 12900
11280 9 26315
16888 9 15483
18425 9 31903
13460 9 28011
6414 9 12689
16121 9 18929
26036 9 12689
3589 9 22183
29186 5 17471
27187 9 16121
1115 9 31422
27658 6 441
10846 9 12689
27015 9 12689
8595 9 12689
4827 3 28982
12362 9 12689
25560 9 15017
14456 9 24093
12689 9 24517
1691 0 30898
2375 9 17226
6902 9 28011
98 9 98
3735 11 5119
18141 9 2018
25108 8 8216
2528 9 27350
12689 9 24891
29385 6 4970
13632 0 32502
10931 0 22039
24255 9 12689
28011 9 202
22504 0 18740
12689 9 15996
7739 11 11036
12289 9 2933
7780 9 31075
27015 9 1740
23769 9 12689
33025 0 26535
29953 9 9634
30496 10 28449
2254 9 9756
25945 9 22488
12689 9 23466
33003 9 12362
18013 9 16093
18740 9 506
25791 5 18849
29232 0 3983
18013 9 22251
16309 9 26377
9439 5 11877
28011 9 12689
21235 11 24126
16770 9 23852
28011 9 12289
19204 9 28011
10085 11 3468
17930 9 1332
2097 9 10213
28011 9 12362
906 9 27669
3040 9 21370
21057 9 12689
7808 9 906
29307 0 17189
4839 9 8466
4771 11 19973
9634 9 28011
12031 11 29456
9165 0 4325
9244 0 21627
29410 9 26036
6008 2 18858
14854 9 25635
12289 9 29411
17172 9 12689
5013 11 8241
26341 6 26880
23034 9 18218
7223 1 26940
26982 9 32393
25564 9 28011
28011 9 26623
4014 9 12689
13719 0 32624
5036 9 28011
20226 2 28643
13808 9 25197
29198 0 8011
605 11 7877
