33330 12
20207 9 20958
20055 11 30257
20513 9 12689
263 7 263
27794 9 866
12289 9 9004
7184 4 28030
16309 9 6927
26666 6 20864
23488 9 24614
5061 5 32306
9634 9 19211
8323 2 11387
9634 9 19211
20257 8 24111
26442 9 12689
2281 11 16044
20170 9 22488
30753 11 11426
4470 9 24775
13697 9 18193
16374 7 29018
27821 9 32215
16093 9 28011
19315 11 20895
766 9 3955
24147 11 29189
12689 9 11213
32416 11 16321
11596 9 30915
27637 11 6824
5977 9 18471
19752 11 19149
24860 9 28011
9634 9 8009
27368 8 6187
14858 9 12689
28926 9 23466
28011 9 26745
9548 9 12689
27285 11 31061
21847 9 25156
30680 11 25107
13314 9 18714
29052 9 8658
32976 6 674
6954 9 29411
21737 9 2375
24530 9 12689
28939 6 19112
28011 9 21892
6437 2 16931
9419 9 12689
28011 9 9419
18976 9 23599
21801 11 19927
28011 9 12689
26326 11 25797
28011 9 12689
27694 11 23275
28011 9 25543
29326 9 6578
13248 11 17188
24517 9 12689
14659 11 6484
21331 9 12689
19465 6 22067
8523 9 4014
7284 9 6843
9634 9 11725
24303 9 6980
1812 9 24829
31128 8 21747
28011 9 25964
19574 3 21956
29968 9 4801
26640 9 7618
2375 9 15408
5952 11 23731
6721 9 17054
7695 9 12689
28011 9 7223
1326 9 12289
27641 11 25414
12689 9 12794
4224 3 10936
12289 9 8860
23372 11 21917
12188 9 28011
23609 9 12689
22379 5 24242
12289 9 10846
21280 9 13236
98 9 21826
23929 7 15412
22526 9 3709
25997 9 28011
26049 11 27976
12689 9 13832
8323 2 31204
28011 9 8101
19690 9 19732
23634 11 20909
2336 9 26445
32679 8 19725
7354 9 2336
25141 11 4637
3972 9 12383
4185 9 4633
26660 10 31314
20770 9 12289
28011 9 21057
13131 9 12689
11294 11 3301
12362 9 4743
30667 8 20283
3354 9 14214
12971 11 26389
19751 9 12188
6011 8 20313
3955 9 14184
12689 9 29086
20372 5 2788
2708 9 12689
12689 9 24449
10517 11 369
26111 9 5440
29831 8 8775
12689 9 4615
22999 9 4470
29476 11 22724
4405 9 25160
14203 6 14203
6414 9 12289
9804 8 4380
28011 9 12689
4975 11 6113
12689 9 12289
17251 9 12689
32629 9 13008
13832 9 9634
9840 8 21124
12411 9 3924
12689 9 17934
25274 7 17934
5742 9 5742
2197 11 10488
31942 9 12121
22183 9 12689
3696 11 20072
17307 9 438
8207 11 4538
17698 9 12689
7765 3 30989
4249 9 13313
27064 9 98
13029 9 12689
11811 11 12449
12362 9 26036
227 9 26429
22116 11 22203
21280 9 23148
23355 3 23598
28011 9 15483
1112 9 29062
27786 5 26300
2375 9 17698
28011 9 30780
9567 7 17240
19384 9 28011
16961 11 1309
23466 9 6100
7597 11 24519
22796 9 7808
26312 5 3
12689 9 15375
20290 10 28650
12689 9 4249
27566 3 7329
19737 9 8595
9509 9 28926
16395 7 14945
12689 9 16287
4562 9 10213
31951 2 17800
25902 9 20698
19318 11 20813
29086 9 18219
12689 9 6066
20519 7 31053
19204 9 28011
30558 7 8522
3506 9 15579
1169 11 32202
15489 9 28011
865 11 6805
2061 9 13131
17808 11 20655
9468 9 12362
12689 9 12689
28459 9 15105
11670 9 30360
20016 5 19319
7651 9 12362
12689 9 324
6927 11 8868
20567 9 12689
1944 9 420
3231 9 23650
7571 10 16156
18970 9 12689
22508 5 13485
26124 9 18269
22488 9 28011
6835 1 7902
12689 9 28011
30218 1 2492
28011 9 7131
6086 11 23390
2528 9 9457
30857 4 16139
32200 9 12383
19825 9 7940
5127 11 4838
4801 9 3405
15153 3 4249
11345 9 31934
1906 8 24259
227 9 10596
9075 3 16383
30749 9 28011
9921 3 4249
22918 9 28011
33187 11 17253
12689 9 16838
9983 11 17985
12390 9 28011
32277 9 27669
24678 11 11129
2792 9 2459
13769 7 1147
28960 9 9634
4949 11 89
5834 9 26088
125 2 20810
398 9 28011
30442 11 16496
13551 9 7882
14102 5 27907
24527 9 27844
7438 11 17950
3273 9 2254
1300 6 13983
4959 9 28011
22729 9 9634
913 11 30178
12689 9 1080
30929 5 91
323 9 9515
23316 8 31601
1084 9 28011
12689 9 19149
10997 11 348
6908 9 13551
29850 11 10610
29062 9 12289
21537 8 30221
28063 9 5606
15558 10 3808
4801 9 24811
32698 1 32749
9397 9 12689
21862 5 9514
28011 9 10289
31104 6 5501
26001 9 15579
16171 11 14525
19296 9 7458
1710 7 11209
17846 9 9634
3072 9 19956
19722 9 12689
19300 7 29058
5742 9 12188
13376 10 98
28011 9 12689
2133 5 2206
12689 9 2137
13779 11 8102
28011 9 16795
6578 9 12689
7973 6 8752
17259 9 28011
15915 8 22389
12689 9 4743
15216 11 22167
27022 9 17158
20387 6 29725
12689 9 11728
10867 7 27892
2507 9 15083
29725 9 12689
6314 7 13282
31123 9 14853
28011 9 28011
17226 9 21273
18393 6 4654
28011 9 3004
5257 9 12689
28011 9 16093
3837 11 10897
12689 9 8595
5134 3 27338
12689 9 14392
17291 6 5552
22435 9 24517
14485 2 5101
14957 9 28011
125 9 12689
5838 8 30994
28011 9 15200
32658 11 18976
5157 9 16568
27226 9 4193
25526 7 7332
10497 9 22320
24792 3 13966
22458 9 21907
28849 11 29232
1523 9 8402
21125 8 10334
16118 9 26981
22837 9 17962
15363 8 4323
30674 9 28011
28011 9 11195
28679 11 17632
14832 9 15701
24126 11 24338
420 9 12689
30605 11 26859
19130 9 3979
10131 8 19594
26604 9 33237
12689 9 19149
19050 9 28011
28011 9 19690
6578 9 12689
7354 9 19204
27046 11 19853
30726 9 13049
28011 9 12689
3245 9 12689
14164 5 8259
28011 9 23369
17802 11 20212
13667 9 3955
9417 7 12952
12188 9 12704
6472 11 21725
12115 9 12689
12689 9 3955
12689 9 28011
26172 6 24176
28938 9 12234
17059 3 17321
23633 9 4633
19376 11 6601
1812 9 18567
11603 8 18918
12689 9 9266
3111 6 14987
15178 9 12689
31123 9 17867
3231 9 28011
16867 9 3972
19343 9 12689
31369 11 19960
23776 9 9756
32338 11 32863
13314 9 21907
1093 11 1093
24530 9 22022
590 11 23775
14840 9 30726
17397 8 19511
12289 9 18714
18633 6 12267
21273 9 10197
18929 9 28011
10398 3 5052
12289 9 8402
23746 10 8660
16378 9 28011
27794 10 16156
25222 9 22203
5123 9 28011
26990 3 13493
20019 9 28764
27931 3 22025
28011 9 9381
175 9 32252
30674 6 21586
24811 9 22551
4392 11 13472
8920 9 17102
9356 6 9758
28223 9 23878
8745 8 15930
17139 9 26255
3124 9 27192
23164 11 4375
25337 9 25833
18934 3 4249
6925 9 28011
29257 2 16014
30797 9 15794
9163 8 4719
33037 9 28011
12284 8 5610
28946 9 1112
13349 11 29394
29793 9 25794
26351 5 26575
1291 9 3548
1321 5 3136
21864 9 26008
26412 11 24374
14551 9 28011
12689 9 32382
32146 9 16968
14726 9 28011
6792 11 9121
28011 9 420
25968 5 14642
3569 9 12973
5768 1 16121
16378 9 3245
33125 7 7860
27519 9 10904
11004 5 8515
19690 9 13832
3388 9 4801
30797 9 4801
30654 9 30337
17386 6 23456
28011 9 12362
8481 5 19469
28011 9 25554
5004 5 23333
13127 9 12689
25248 11 16496
28081 9 28081
12689 9 9859
9557 10 16718
4532 9 21429
14198 5 528
25514 9 12689
5782 11 25472
13625 9 22068
20660 5 4346
28011 9 25113
6008 2 20436
12689 9 11622
30769 8 11760
16339 9 9756
12711 6 12460
16838 9 9419
23118 11 3186
29608 9 14214
16589 3 16646
6297 9 31347
11462 9 3124
11806 7 29264
25113 9 12689
24196 5 14733
26001 9 3354
9557 9 4801
33311 9 12289
10893 9 1394
24664 6 22083
28011 9 5674
6255 5 8802
14813 9 6398
17833 11 22890
19384 9 12689
5743 8 26910
27420 9 24547
11660 5 31633
9634 9 6112
20876 4 11933
12689 9 1326
16985 9 15988
17796 3 4249
12689 9 12362
15662 8 21535
3717 9 21273
4978 8 23547
28011 9 7933
11019 9 9419
28112 6 14875
25852 9 9634
8168 11 20055
5340 9 28011
21948 6 15003
13493 9 25772
18269 9 930
12689 9 28011
13455 7 20535
7513 9 21908
19739 8 12268
27844 9 23490
9228 11 24363
6112 9 9485
16858 11 8370
12826 9 28011
18611 3 2759
29725 9 26982
31123 9 33265
25315 9 1623
3379 9 27150
30748 8 12257
31821 9 27226
16378 9 9015
26789 11 22449
27420 9 15887
19077 1 10065
13946 9 3405
12289 9 9634
7475 11 16044
18929 9 18269
20513 9 22183
22765 11 6238
14308 9 13228
27046 11 5983
12689 9 12689
14390 11 13506
31099 9 7223
8513 10 25141
17816 9 930
12689 9 16838
3448 1 4451
27794 9 12689
3504 11 27571
28011 9 16600
16827 7 13533
10687 9 4249
17519 9 15579
27400 9 28011
26194 11 11854
32049 9 8402
30318 11 13578
16770 9 27844
22982 6 12325
1944 9 12689
12689 9 12689
18011 10 6008
17698 9 3972
18141 9 5465
31963 3 4249
12689 9 6414
2375 9 20513
25841 2 20217
24427 9 20410
6659 8 4209
2708 9 31113
12689 9 27821
19050 9 18907
11213 9 4185
26036 9 25821
9207 11 32863
29927 9 9509
12814 6 17199
10917 9 11193
14516 7 2792
28011 9 31061
12689 9 17748
12689 9 28011
29009 10 20226
20894 9 28011
29494 11 25233
10509 9 12689
29106 2 22468
5090 9 10156
32711 11 28777
22169 9 29382
6635 9 27844
21764 11 14795
31293 9 13578
24971 11 1691
9634 9 27697
14033 2 20687
28011 9 12689
6338 5 1971
7808 9 4905
22196 8 27456
29528 9 16287
11545 1 13002
8409 9 839
29885 8 24299
18326 9 28011
15650 2 14105
28011 9 28011
13832 9 17287
33311 9 31017
3697 9 28011
17258 11 23282
15273 9 28011
26760 9 9823
6981 6 5574
27046 9 2336
5582 11 9464
25554 9 6711
18507 9 28011
32669 2 27724
18605 9 12289
31286 6 1
12689 9 2018
23609 11 32859
18013 9 19956
32366 11 13252
15368 9 10002
12689 9 5354
25426 9 27015
8537 9 12689
18661 11 28937
25176 9 12689
21943 8 21945
6100 9 25337
1523 9 17139
23449 9 18013
28764 2 24701
12069 9 19059
8107 9 9509
23914 11 14620
11213 9 12689
10227 9 31934
5337 5 22885
27794 9 23411
10945 11 433
2254 9 4905
4061 3 30625
19415 9 28011
13823 8 28177
10220 9 2375
27874 8 440
9954 9 26679
10381 9 12689
10636 11 17256
17867 9 28011
11247 11 24140
28540 9 13131
1331 9 7110
8415 9 4249
27821 11 25141
20770 9 9634
31462 9 9594
32561 11 31113
25860 9 22183
28011 9 19216
4801 9 6958
14220 11 13127
9634 9 28011
6506 5 32714
7009 9 10235
23627 5 2182
12362 9 4249
20664 5 12455
15489 9 28011
26124 9 12689
33325 7 11875
28011 9 25973
9909 8 25966
20894 9 10380
5186 10 22320
9135 9 5440
22316 11 32863
25105 9 3955
353 9 9823
28011 9 25315
4161 9 28011
18297 3 30370
19276 9 25084
30804 11 22724
12689 9 12689
20813 11 28337
30209 9 27466
19161 11 16356
27519 9 25715
12689 9 10917
25141 2 21428
15126 9 12689
24154 8 22528
4801 9 12689
24954 11 18168
9529 9 7155
20743 11 26572
26982 9 21823
11894 10 10062
21908 9 4743
1169 11 15419
1189 9 28011
29088 11 30483
28011 9 21024
12689 9 26138
12689 9 12689
30425 2 570
28011 9 19690
9118 5 4546
28011 9 29953
12672 11 22803
25337 9 28011
13706 5 9450
7354 9 9186
28844 11 23450
9634 9 21273
411 11 25484
13131 9 938
22023 11 7675
31942 9 18325
19565 10 12826
2440 9 9531
22551 9 2402
31560 9 32488
22428 11 5354
29041 9 10197
28011 9 12383
12362 9 2375
21672 9 12689
24381 10 28444
3004 9 2670
5210 11 32808
33245 9 30785
1955 10 19828
30670 9 4994
31994 9 12689
13037 2 21709
27697 9 32250
12689 9 12689
29346 9 28011
13430 6 4560
28011 9 19149
25729 11 5582
17867 9 11147
17802 5 25025
9976 9 12689
6008 2 23326
9634 9 31123
17287 9 28011
27187 9 16585
29627 9 32975
28011 9 1112
13325 11 6008
9935 9 13493
28011 9 23599
15377 8 16451
540 9 13493
25417 2 32820
1586 9 15521
23844 11 32993
16465 9 8920
3577 11 3004
16121 9 28011
5486 11 32119
11132 9 28018
3514 3 31088
9634 9 12362
31672 5 14147
12289 9 4185
28473 1 5011
13054 9 12289
71 9 17706
8794 8 23207
11618 9 28011
4715 5 31869
12362 9 12689
20796 11 23598
129 9 28011
2792 4 9477
6398 9 28011
26383 3 31075
12689 9 28011
6399 11 17686
12362 9 4249
8651 11 19700
31994 9 6016
21412 3 13493
33313 9 28011
17991 11 8868
23490 9 12689
98 9 9353
27201 11 32863
12689 9 26442
2969 10 17867
12289 9 4748
31621 11 32525
16309 9 12689
7057 5 6363
12689 9 11157
6578 2 3702
16287 9 27821
8672 11 18970
12689 9 28011
12689 9 28011
3760 11 27295
6314 9 28011
1041 11 30671
27024 9 9464
2380 10 31382
27634 9 8968
29635 10 28251
4205 9 353
22183 9 28011
3627 11 12879
2375 9 4451
12689 9 16121
27759 11 1425
31061 9 12289
23034 9 16524
14156 8 21476
12689 9 23067
19609 11 22079
32049 9 17987
16121 9 12689
440 9 28650
32854 9 4701
6991 8 6985
14214 9 6617
21068 11 4030
27477 9 17797
25315 9 23252
5853 5 1074
14032 9 31934
32800 8 15926
27104 9 4049
13792 7 17496
29520 9 13714
14338 11 22617
12689 9 4905
33191 10 15650
10931 9 28011
5544 9 15887
2020 8 4356
16321 9 14474
28011 9 25426
12107 11 21824
12362 9 16492
25188 8 3484
12689 9 3231
12731 11 25710
3336 9 28011
14455 11 32647
8514 9 23852
2018 11 28392
7651 9 24449
15097 8 4849
12689 9 24829
16775 7 18740
3206 9 28011
12689 9 3804
29724 11 8101
28959 9 17120
20547 11 32863
16378 9 2972
14688 11 6273
12362 9 4905
7358 5 24290
4900 9 28365
12018 4 5332
12689 9 32049
11508 3 26377
12480 9 5618
27024 9 12689
977 11 24142
19072 9 19384
11376 11 6903
5491 9 12689
21677 5 3893
28011 9 2254
17179 8 4442
12689 9 18081
12540 11 16137
12689 9 28011
1125 11 4615
8414 9 12689
31047 11 18269
12689 9 7695
22542 8 9889
24093 9 24529
8623 11 11778
18738 9 30512
22154 11 5281
8595 9 17291
32604 11 3004
25953 9 20291
14896 10 25837
18929 9 30674
9082 5 11326
446 9 4433
3176 11 25710
19072 9 7306
28011 9 5845
17805 9 28011
9379 11 30981
20805 9 27559
28949 11 1022
28011 9 4654
19276 9 12689
4801 9 31946
22196 8 23479
11712 9 28011
28896 11 8262
19050 9 28011
25941 8 31480
12689 9 23148
12689 9 18013
31699 11 22031
2375 9 12689
9634 9 12689
4712 2 13854
12289 9 2446
29804 11 21488
17698 9 1326
1343 11 2180
12689 9 10846
7645 11 11955
21672 9 1451
7336 9 32861
13848 11 976
33311 9 30269
22091 8 20956
10846 9 30350
31676 8 22521
3124 9 10509
13485 8 27942
30726 9 30762
5564 9 2375
9329 9 16742
1112 9 14530
10565 11 21824
16093 9 27024
19790 10 6008
28011 9 9509
13762 11 4691
23575 9 32506
19804 9 2375
19175 11 8315
12689 9 13131
12487 9 9320
6578 9 13832
14703 9 9015
21462 9 28011
29656 9 12689
15650 2 23252
12289 9 13131
23490 9 12689
23825 7 10631
28650 9 11846
13366 10 3808
25197 9 25315
339 7 26843
12689 9 31841
24829 9 12689
9692 10 25837
20227 9 14308
4967 11 16492
29673 9 31393
15208 11 15633
30183 9 28664
26517 11 1815
28011 9 4743
29768 11 21540
12289 9 25222
24303 9 4801
28468 11 18951
1765 9 25315
18013 9 30258
31348 9 26244
23291 10 6008
8206 9 12689
12689 9 18021
19690 8 8706
1310 9 14837
9754 6 28943
9634 9 18471
16219 11 3458
20207 9 15368
20942 9 25524
17930 9 27226
25334 5 31832
23575 9 4249
9191 7 29086
6100 9 23844
31135 11 32423
3913 9 9397
12689 9 27519
12595 11 25710
