33330 12
12689 9 10220
20055 11 30257
11886 9 6100
263 7 263
12188 9 28480
27015 0 13065
7808 9 10121
4433 9 25715
26666 6 20864
2455 9 28246
5061 5 32306
6118 9 8807
8323 2 11387
17297 9 8402
20257 8 24111
12689 9 21781
2281 11 16044
28540 9 23389
30753 11 11426
866 9 12689
24254 0 30757
28777 9 16378
16374 7 29018
3231 9 25315
3715 0 14931
14308 9 12689
19315 11 20895
32592 9 30779
24147 11 29189
19384 9 19103
32416 11 16321
12289 9 21462
27637 11 6824
20011 9 12289
19752 11 19149
15085 9 21332
21824 0 6475
3245 9 33313
27368 8 6187
28011 9 2375
21570 0 11734
12689 9 12689
28672 0 6858
17858 9 28011
9428 0 15954
12289 9 1115
27285 11 31061
28011 9 12289
30680 11 25107
23452 9 17418
8275 0 26743
30772 9 1115
32976 6 674
28011 9 10817
32636 0 4314
1523 9 25197
22276 0 14079
28011 9 22251
28939 6 19112
10509 9 12689
6437 2 16931
28011 9 3021
1691 0 1193
1084 9 4801
32712 0 2163
8041 9 12689
21801 11 19927
24829 9 25524
26326 11 25797
25902 9 16121
27694 11 23275
2446 9 21321
22031 0 23640
18936 9 4034
13248 11 17188
12689 9 19732
14659 11 6484
28011 9 19315
19465 6 22067
12689 9 12362
23931 0 24023
12689 9 5144
25729 0 29166
12689 9 22749
21926 0 17274
1112 9 9004
2956 0 28722
26564 9 28011
31128 8 21747
31840 9 18471
19574 3 21956
18013 9 32049
27551 0 16543
1326 9 6250
32204 0 7906
15701 9 7563
5952 11 23731
18714 9 17287
25874 0 14795
12689 9 4801
14359 0 30002
12689 9 24529
22061 0 7801
7858 9 906
27641 11 25414
28011 9 18326
4224 3 10936
20019 9 2440
23372 11 21917
19077 9 4874
2586 0 32850
6388 9 30674
22379 5 24242
9734 9 24942
6908 0 9709
4905 9 6902
17518 0 5714
12689 9 8797
23929 7 15412
18013 9 10213
1159 0 28080
16492 9 8759
26049 11 27976
12689 9 2446
8323 2 31204
28011 9 32398
6537 0 31535
28011 9 32277
23634 11 20909
15280 9 12180
32679 8 19725
25315 9 11157
25141 11 4637
3245 9 71
19711 0 16415
12689 9 27024
26660 10 31314
5204 9 12689
6931 0 5295
22997 9 9634
32965 0 23205
5606 9 3530
11294 11 3301
12298 9 14840
30667 8 20283
25715 9 12689
12971 11 26389
28011 9 32994
6011 8 20313
24512 9 1416
14976 0 11618
15489 9 9634
20372 5 2788
14691 9 2446
25205 0 20498
28011 9 3709
10517 11 369
14456 9 20894
29831 8 8775
29306 9 17698
8850 0 10102
9756 9 15489
29476 11 22724
2185 9 12689
14203 6 14203
28011 9 31293
9804 8 4380
28011 9 12362
4975 11 6113
10931 9 9634
5463 0 29164
282 9 31091
17686 0 13326
29986 9 11019
12765 0 17828
27566 9 31934
9840 8 21124
18557 9 24396
21832 0 20617
9509 9 19504
25274 7 17934
8061 9 10974
2197 11 10488
11462 9 12689
5463 0 7911
27794 9 4020
3696 11 20072
28011 9 22982
8207 11 4538
6511 9 2375
7765 3 30989
12689 9 28011
1623 0 13255
12806 9 12806
20444 0 9370
14184 9 22094
11811 11 12449
12689 9 17662
13603 0 23982
28697 9 28011
22116 11 22203
15393 9 6848
23355 3 23598
28011 9 13499
18936 0 24262
12689 9 13423
27786 5 26300
17706 9 28420
7230 0 16039
12689 9 31782
9567 7 17240
9262 9 12689
16961 11 1309
12383 9 13493
7597 11 24519
27477 9 6578
26312 5 3
12362 9 28011
20290 10 28650
12689 9 12289
27566 3 7329
12689 9 27028
16647 0 27495
1082 9 28011
16395 7 14945
144 9 18013
29998 0 12574
25833 9 3914
31951 2 17800
31347 9 23776
19318 11 20813
2319 9 12689
31462 0 3647
12689 9 1112
20519 7 31053
28011 9 12689
30558 7 8522
28011 9 9609
1169 11 32202
28011 9 28484
865 11 6805
21273 9 30797
17808 11 20655
10760 9 5796
32262 0 28604
28011 9 9669
243 0 11819
22324 9 1944
22724 0 17973
32278 9 27794
20016 5 19319
26600 9 21540
13603 0 17623
12689 9 5465
6927 11 8868
28011 9 31393
17927 0 32856
25493 9 4743
32863 0 2142
12689 9 28011
7571 10 16156
12689 9 11280
22508 5 13485
28011 9 12689
25395 0 12413
21273 9 8938
6835 1 7902
16378 9 21602
30218 1 2492
12689 9 8277
6086 11 23390
17867 9 12689
9634 9 4930
2700 0 26732
17226 9 28011
5127 11 4838
25902 9 12689
15153 3 4249
17748 9 28507
1906 8 24259
20734 9 21257
9075 3 16383
12689 9 12689
9921 3 4249
3717 9 28011
33187 11 17253
16968 9 31979
9983 11 17985
19130 9 12689
26911 0 10307
12689 9 28011
24678 11 11129
