33330 12
12289 9 12689
22959 9 28011
28011 9 32588
28011 9 6003
7695 9 22435
4839 9 4801
23914 9 13489
12689 9 17140
5440 9 16888
2708 9 10904
32230 9 1728
13236 9 20906
4647 9 14308
30049 9 12689
22183 9 28011
21824 0 332
26855 9 18737
10846 9 29052
17305 9 13131
26569 9 13741
4647 9 19633
16880 9 12289
9402 9 12715
23852 9 12689
21915 9 26008
16378 9 18737
4801 9 29616
906 9 27024
10787 5 20809
28011 9 16684
20561 9 25315
5216 0 13578
13131 9 10796
19446 9 14308
32049 9 29928
28011 9 13131
20549 9 18471
18935 9 9557
28011 9 4489
31922 9 26111
13714 9 24651
3955 9 12689
24829 9 27750
20170 9 19893
28011 9 12289
31934 9 1162
3972 9 12689
12383 9 13280
1115 9 12689
12289 9 7808
11598 9 28011
28011 9 7695
28011 9 27536
19025 9 8466
1523 9 19216
12689 9 24375
8968 9 29616
16287 9 29346
27253 9 12689
20732 9 4039
14106 9 6250
3604 9 23776
6312 5 4450
4049 9 28011
6578 9 29616
14214 9 23058
12689 9 28011
29038 9 13874
28011 9 12390
12689 9 2319
10846 9 12689
6908 0 27209
11725 9 11725
12689 9 3231
9309 9 27892
17698 9 30425
28011 9 4748
4163 9 28428
8025 9 15969
19211 9 11157
17798 9 8304
9634 9 19211
12383 9 23148
31979 9 24942
11725 9 28011
24400 7 1066
28011 9 8657
13037 9 9634
30628 9 33245
10204 9 8415
12362 9 27013
18269 9 15847
29076 9 15393
7458 9 28011
6283 9 19211
8646 7 1652
3333 9 29608
14184 9 18013
28011 9 28011
12689 9 18013
28011 9 25315
18013 9 12689
21808 9 12362
906 9 7808
12689 9 6927
27024 9 23877
18315 9 28011
31017 9 28011
28011 9 14273
28011 9 17669
28011 9 22597
4801 9 28011
26198 9 12689
1115 9 26679
29608 9 18557
22551 9 32529
28011 9 1624
23782 9 7947
13283 9 18740
13131 9 16121
12289 9 4694
2777 9 25271
9634 9 23597
12289 9 6902
12689 9 3697
15655 9 28011
1815 9 9634
8936 9 9273
19276 9 33319
12689 9 18714
12689 9 29725
29052 9 12689
12689 9 3972
32103 9 9329
3206 9 15273
24727 9 15400
12689 9 13249
33104 9 18970
12689 9 30387
490 9 28011
21321 9 18737
18929 9 28011
13832 9 13131
28011 9 7223
17993 8 23314
13625 9 1006
10178 9 19387
12689 9 18201
12689 9 28011
12689 9 9634
12689 9 1112
28011 9 11193
20959 9 136
16940 9 8304
20610 9 6596
11055 9 23266
10252 9 15400
15036 11 14976
9823 9 6100
12016 9 24529
13131 9 4562
26982 9 22435
5768 9 25562
1112 9 12689
12689 9 30493
12689 9 16287
9634 9 2708
5067 9 4615
11069 9 3231
10846 9 16902
9149 9 9457
2938 9 32592
17073 9 25852
17748 9 9669
26795 0 31559
10644 9 4647
33243 9 31841
28011 9 7223
24784 9 11706
1658 9 28011
12689 9 858
3697 9 6100
2552 9 30564
12689 9 5463
16838 9 26036
14592 9 11819
26146 8 32087
17743 9 9756
24484 6 8267
20734 9 31058
4801 9 27566
28011 9 13127
12689 9 21907
30464 9 1815
10475 9 14214
28011 9 12689
31348 9 28011
14214 9 12689
6420 9 17846
12689 9 22515
31606 11 20758
15887 9 14530
28011 9 11878
8595 9 12289
12794 11 1944
4249 9 16743
2185 9 2402
8968 9 27477
20019 9 3972
9354 5 2788
32673 9 12689
5427 9 29998
12689 9 21273
28011 9 13484
12689 9 12289
27226 9 9419
12689 9 7808
20343 11 29045
32943 9 30669
28777 9 21756
25575 9 9273
3865 9 14691
19732 9 29045
12689 9 12689
17922 9 28011
12794 9 9634
12362 9 9609
12689 9 29009
9823 9 2375
2336 9 12689
30887 9 12689
12689 9 906
28956 5 24046
19276 9 4743
13384 9 12689
28926 9 17798
27794 9 21017
16985 9 26640
12362 9 27629
28011 9 2375
21984 9 24222
4014 9 14530
31782 9 1112
20379 9 25715
13493 9 30269
27064 9 17748
3717 9 1944
31038 9 12689
10833 11 29714
12689 9 30713
16268 9 13697
12689 9 28011
28011 9 12689
26600 0 13498
9485 9 4812
27697 9 7223
13236 9 12689
26124 9 11213
16093 9 12289
2375 9 28011
9419 9 24093
19211 9 16363
6798 5 13822
9531 9 12689
23855 9 4743
4801 9 3041
7110 9 3662
18714 9 26124
21824 0 19038
4654 9 14808
28011 9 30785
16492 9 18737
12689 9 25582
27669 9 23185
18380 11 25070
32278 9 15379
21331 9 21672
24293 9 14110
28011 9 32758
26138 6 727
15887 9 23851
29440 11 18279
7910 9 12689
28011 9 7910
21907 9 10947
4963 0 2992
12689 9 12689
32176 9 11213
28011 9 8514
17950 9 10506
6721 9 9309
32250 9 12689
33319 9 3245
22982 9 8409
23449 9 28011
5618 9 30337
12606 9 21672
29280 9 8466
14845 11 32585
30797 9 24651
3124 9 29953
12689 9 30386
18740 9 28011
30674 9 6925
25609 9 12956
28926 9 3354
10913 11 22031
25833 9 1093
28011 9 12362
26377 9 27168
