33330 12
21824 0 332
10787 5 20809
5216 0 13578
6312 5 4450
6908 0 27209
24400 7 1066
8646 7 1652
17993 8 23314
15036 11 14976
26795 0 31559
26146 8 32087
24484 6 8267
31606 11 20758
12794 11 1944
9354 5 2788
20343 11 29045
28956 5 24046
10833 11 29714
26600 0 13498
6798 5 13822
21824 0 19038
18380 11 25070
26138 6 727
29440 11 18279
4963 0 2992
14845 11 32585
10913 11 22031
22028 3 536
26853 11 15118
10444 5 3474
19079 0 24162
7944 0 30174
32850 11 25073
513 0 14469
302 11 25315
31880 11 6424
31462 0 24555
17120 5 15406
16024 0 13094
11562 0 26416
28535 4 20056
16046 0 175
25417 2 17205
17482 0 13108
28971 8 8768
15168 8 2092
25203 5 13973
9251 11 7395
10330 0 18364
8315 6 13921
16405 0 16422
32071 7 24218
4043 0 3271
16772 8 22426
2007 11 30286
22443 8 14968
31811 5 7659
1830 0 8404
20257 11 23282
3207 8 23093
2629 6 2526
18522 0 29986
4536 0 5653
26279 8 25995
20583 3 30092
31725 4 7360
24140 0 30936
31059 0 20827
20652 0 4222
24823 0 26920
24621 11 10598
9185 11 9634
31984 5 8334
16719 11 18375
16142 10 31444
17489 11 27016
27812 0 15225
9134 8 14114
9246 8 25369
262 2 15762
29234 0 9306
10473 0 16757
6031 11 1735
11481 0 14847
29388 5 3207
4918 11 10559
28651 0 5418
22646 5 3288
14081 3 12046
4998 5 20179
18247 5 15142
2708 6 31946
25560 0 7946
7058 11 15588
27729 0 12799
4497 11 30639
19447 11 24522
3768 5 23924
30639 0 19240
24081 11 4536
16825 11 19380
31494 0 10231
7239 0 8555
29038 0 31896
11841 11 89
8850 0 2473
9468 0 8596
25745 7 24586
5637 0 6947
7695 0 3285
25329 7 14356
1535 11 19296
24839 0 31578
33147 11 20447
4389 11 26323
16967 5 30907
5772 0 13410
13314 0 33194
29957 0 13824
849 5 21576
5702 8 28551
16492 0 22296
27683 0 12020
11106 0 21452
24012 10 28462
11775 5 16303
11606 0 24151
1830 11 27399
2809 8 21492
31710 0 19946
16754 11 24839
26479 0 20402
25373 0 12465
32745 11 14662
337 11 18898
20226 2 28930
8723 8 32548
13864 0 6806
32425 5 11957
27284 11 31536
20467 11 10473
15375 11 27844
31389 6 12812
13544 11 11272
20144 7 14259
7230 0 19026
22724 0 25573
27462 5 13279
19314 0 32667
21242 11 1683
25907 11 15047
4598 0 10755
28650 11 11712
31988 11 7421
26491 8 10007
14307 8 13670
26984 11 21417
28857 5 15589
23628 6 10077
24137 11 8710
11599 0 20862
27558 7 13126
29456 0 12575
9758 7 14773
12605 5 18208
12107 5 24299
1180 5 3677
24839 0 13257
23200 11 15633
1310 0 27841
36 7 71
19122 11 29958
13578 0 30318
26922 7 16590
18951 10 19446
9321 11 13126
16360 11 6978
14662 0 32020
2513 11 29510
3248 5 11749
23828 8 9494
28410 8 21090
5989 10 17049
1497 11 27831
20562 0 19378
23130 11 24839
31444 2 15596
10287 2 31662
14662 0 32174
8595 0 30818
6058 11 3111
12122 3 13493
2286 11 2535
18887 11 1134
19733 0 30635
23629 8 4675
28896 11 8262
26582 11 5375
32018 11 20844
24975 3 9839
