33330 12
20055 11 30257
263 7 263
27015 0 13065
7184 4 28030
26666 6 20864
5061 5 32306
8323 2 11387
20257 8 24111
2281 11 16044
30753 11 11426
24254 0 30757
16374 7 29018
3715 0 14931
19315 11 20895
24147 11 29189
32416 11 16321
27637 11 6824
19752 11 19149
21824 0 6475
27368 8 6187
21570 0 11734
28672 0 6858
9428 0 15954
27285 11 31061
30680 11 25107
8275 0 26743
32976 6 674
32636 0 4314
22276 0 14079
28939 6 19112
6437 2 16931
1691 0 1193
32712 0 2163
21801 11 19927
26326 11 25797
27694 11 23275
22031 0 23640
13248 11 17188
14659 11 6484
19465 6 22067
23931 0 24023
25729 0 29166
21926 0 17274
2956 0 28722
31128 8 21747
19574 3 21956
27551 0 16543
32204 0 7906
5952 11 23731
25874 0 14795
14359 0 30002
22061 0 7801
27641 11 25414
4224 3 10936
23372 11 21917
2586 0 32850
22379 5 24242
6908 0 9709
17518 0 5714
23929 7 15412
1159 0 28080
26049 11 27976
8323 2 31204
6537 0 31535
23634 11 20909
32679 8 19725
25141 11 4637
19711 0 16415
26660 10 31314
6931 0 5295
32965 0 23205
11294 11 3301
30667 8 20283
12971 11 26389
6011 8 20313
14976 0 11618
20372 5 2788
25205 0 20498
10517 11 369
29831 8 8775
8850 0 10102
29476 11 22724
14203 6 14203
9804 8 4380
4975 11 6113
5463 0 29164
17686 0 13326
12765 0 17828
9840 8 21124
21832 0 20617
25274 7 17934
2197 11 10488
5463 0 7911
3696 11 20072
8207 11 4538
7765 3 30989
1623 0 13255
20444 0 9370
11811 11 12449
13603 0 23982
22116 11 22203
23355 3 23598
18936 0 24262
27786 5 26300
7230 0 16039
9567 7 17240
16961 11 1309
7597 11 24519
26312 5 3
20290 10 28650
27566 3 7329
16647 0 27495
16395 7 14945
29998 0 12574
31951 2 17800
19318 11 20813
31462 0 3647
20519 7 31053
30558 7 8522
1169 11 32202
865 11 6805
17808 11 20655
32262 0 28604
243 0 11819
22724 0 17973
20016 5 19319
13603 0 17623
6927 11 8868
17927 0 32856
32863 0 2142
7571 10 16156
22508 5 13485
25395 0 12413
6835 1 7902
30218 1 2492
6086 11 23390
30857 4 16139
2700 0 26732
5127 11 4838
15153 3 4249
1906 8 24259
9075 3 16383
9921 3 4249
33187 11 17253
9983 11 17985
26911 0 10307
24678 11 11129
13769 7 1147
4949 11 89
125 2 20810
30442 11 16496
14102 5 27907
7438 11 17950
1300 6 13983
26967 0 4030
913 11 30178
30929 5 91
23316 8 31601
13493 0 11751
10997 11 348
29850 11 10610
21537 8 30221
15558 10 3808
32698 1 32749
21862 5 9514
31104 6 5501
16171 11 14525
1710 7 11209
5825 0 8885
4249 0 14371
19300 7 29058
13376 10 98
2133 5 2206
13779 11 8102
9973 0 29292
7973 6 8752
15915 8 22389
15216 11 22167
20387 6 29725
10867 7 27892
4249 0 2774
6314 7 13282
2297 0 2342
13189 0 16156
18393 6 4654
31946 0 30622
21956 0 3661
3837 11 10897
5134 3 27338
17291 6 5552
14485 2 5101
13493 0 24852
5838 8 30994
32658 11 18976
5637 0 7815
25526 7 7332
24792 3 13966
28849 11 29232
21125 8 10334
24441 0 7786
15363 8 4323
8219 0 18399
28679 11 17632
24126 11 24338
30605 11 26859
10131 8 19594
15633 0 19122
1691 0 32386
22031 0 25534
17401 0 12694
29874 0 27205
27046 11 19853
28256 0 15560
12566 0 3110
14164 5 8259
17802 11 20212
9417 7 12952
6472 11 21725
30672 0 2991
27729 0 1386
26172 6 24176
17059 3 17321
19376 11 6601
11603 8 18918
3111 6 14987
11776 0 20187
20924 0 19463
16906 0 6467
18081 0 7091
31369 11 19960
32338 11 32863
1093 11 1093
590 11 23775
17397 8 19511
18633 6 12267
7514 0 29052
10398 3 5052
23746 10 8660
27794 10 16156
8101 0 6635
26990 3 13493
27931 3 22025
31061 0 21390
30674 6 21586
4392 11 13472
9356 6 9758
8745 8 15930
30774 0 1396
23164 11 4375
18934 3 4249
29257 2 16014
9163 8 4719
12284 8 5610
13349 11 29394
26351 5 26575
1321 5 3136
26412 11 24374
6978 0 16360
33263 0 26060
13906 0 11511
6792 11 9121
25968 5 14642
5768 1 16121
33125 7 7860
11004 5 8515
6365 0 19626
1623 0 23468
25710 0 28087
17386 6 23456
8481 5 19469
5004 5 23333
25248 11 16496
10936 0 515
9557 10 16718
14198 5 528
5782 11 25472
20660 5 4346
6008 2 20436
30769 8 11760
12711 6 12460
23118 11 3186
16589 3 16646
32215 0 6581
11806 7 29264
24196 5 14733
3147 0 33197
13477 0 3333
8049 0 4047
24664 6 22083
6255 5 8802
17833 11 22890
5743 8 26910
11660 5 31633
20876 4 11933
20792 0 8349
17796 3 4249
15662 8 21535
4978 8 23547
29164 0 24252
28112 6 14875
8168 11 20055
21948 6 15003
