33330 12
9397 9 28777
22188 9 15816
3333 9 12689
20055 11 30257
22558 9 6980
29411 9 14858
19276 9 12689
12289 9 13048
263 7 263
28011 9 12689
16121 9 29307
25197 9 8595
3336 9 11193
7184 4 28030
21273 9 17463
1137 9 19328
12383 9 906
1331 9 9509
2446 9 27519
20770 9 25195
28011 9 21370
19343 9 4801
12689 9 25681
21574 9 28011
26666 6 20864
16130 9 12689
5061 5 32306
14214 9 10779
906 9 9315
8323 2 11387
16309 9 14508
866 9 14030
2375 9 2296
20349 9 11762
20257 8 24111
7223 9 15367
29953 9 2375
2281 11 16044
3336 9 28011
8177 9 29346
30753 11 11426
14479 9 264
29953 9 23609
2162 9 15178
18013 9 6737
12689 9 18698
10509 9 14059
3354 9 27794
4905 9 23449
16268 9 32230
12689 9 32414
29038 9 18929
19211 9 5102
21291 9 12188
26036 9 2538
16374 7 29018
30269 9 3127
29651 9 6000
13697 9 24891
19315 11 20895
3354 9 12689
28011 9 1586
13359 9 8968
12689 9 26982
21429 9 12689
24147 11 29189
3619 9 14878
5618 9 27844
2538 9 23617
6083 9 28011
31806 9 12207
10199 9 25358
32416 11 16321
25431 9 32592
28011 9 7808
9262 9 8061
12689 9 19810
20895 9 28777
28011 9 12689
12689 9 12689
13048 9 14867
6578 9 23252
15887 9 23490
24643 9 2336
28600 9 12689
20513 9 27669
12689 9 28011
27637 11 6824
18714 9 5157
19523 9 25937
8514 9 5034
29826 9 9823
19752 11 19149
12689 9 8304
12689 9 28011
21273 9 2375
7910 9 21269
23252 9 14878
15520 9 4562
12188 9 25550
16465 9 24093
28011 9 3231
4161 9 12689
27368 8 6187
17139 9 9419
13460 9 28011
2446 9 12689
12689 9 31286
15225 9 9529
16431 9 1728
21672 9 21672
28011 9 32056
20535 9 12689
2528 9 20019
12689 9 23411
2938 9 28011
12689 9 27669
10177 9 12689
13596 9 12689
9329 9 17846
9634 9 28428
28243 9 32277
12689 9 19732
21257 9 7110
26623 9 28777
15273 9 24255
27285 11 31061
10904 9 23490
10931 9 27794
5459 9 7131
30680 11 25107
31370 9 18698
28011 9 29673
1486 9 30384
28011 9 19722
32976 6 674
13626 9 28011
18471 9 27046
26255 9 28011
9634 9 12689
24093 9 19544
28011 9 24093
32585 9 1151
32669 9 28011
19722 9 31942
19690 9 12689
28939 6 19112
3614 9 12362
6437 2 16931
2708 9 28011
28694 9 20178
2440 9 26524
28011 9 24124
385 9 31652
9011 9 10198
28011 9 31912
10227 9 25315
8920 9 4582
29953 9 31143
30758 9 31942
4014 9 18723
29968 9 2336
14530 9 19063
7110 9 27697
28011 9 6100
27844 9 19568
6058 9 11280
32592 9 9669
10092 9 12689
27226 9 12689
18714 9 12362
21801 11 19927
12689 9 25315
12689 9 8011
26326 11 25797
14462 9 4743
29052 9 12115
8514 9 12689
27694 11 23275
29311 9 4772
28011 9 23645
10907 9 12689
29062 9 13048
21599 9 4014
12689 9 9329
12689 9 12689
10755 9 22997
14110 9 6701
18641 9 4772
7780 9 28011
28011 9 23620
12362 9 29140
12289 9 6931
28011 9 4212
13248 11 17188
12689 9 10846
21381 9 29656
14659 11 6484
25156 9 29608
19465 6 22067
12689 9 18737
26036 9 28011
13493 9 18737
12689 9 20207
2375 9 1944
9419 9 28011
12689 9 28011
12689 9 2254
14308 9 23914
4801 9 23449
18425 9 5197
2641 9 5157
12689 9 21948
2750 9 12689
12689 9 20896
12289 9 27226
16309 9 2846
28011 9 7452
17054 9 29725
8807 9 22565
33179 9 33179
12289 9 28533
12000 9 16027
175 9 12689
28011 9 8912
8372 9 6678
16287 9 21908
21370 9 25902
12689 9 18714
12689 9 3952
21487 9 12289
21672 9 9634
31128 8 21747
25920 9 28011
8466 9 2909
12689 9 10754
29616 9 12689
30655 9 672
29411 9 2949
19574 3 21956
26429 9 29673
12689 9 29953
12689 9 12689
3245 9 8604
8740 9 6398
1944 9 12689
28011 9 11807
20281 9 25374
27844 9 12678
29569 9 28011
