33330 12
25953 9 28011
30839 9 10687
15393 9 8281
32046 9 7808
3402 9 31934
26377 9 27794
7534 9 27892
28011 9 9149
15543 0 27050
30749 9 4405
30985 9 20884
21021 9 7808
17238 11 2979
28011 9 16378
7016 11 24427
18743 0 19707
9324 9 28011
4249 9 9531
5440 9 13281
28011 9 13127
14393 0 19270
12689 9 28011
843 9 13507
6112 9 4801
19722 9 17139
5427 9 20901
6908 9 3231
27477 9 12689
3126 6 16341
12289 9 12689
16599 9 25594
17324 11 20137
31347 9 7421
12276 7 2814
19279 10 25414
29367 9 4801
25454 9 12689
12289 9 12689
25222 9 21672
16919 0 29837
19211 9 9634
6100 9 98
12362 9 28650
32250 9 31785
906 9 12689
3712 3 6943
1497 9 12689
21514 0 15792
1119 11 5470
19193 9 15996
30758 9 22488
21250 3 4249
26429 9 6455
9701 0 715
10235 9 28011
7808 9 8936
30609 9 21599
20925 10 6008
28011 9 28011
13632 0 19204
9609 9 4014
12362 9 11426
29062 9 9267
33191 9 9634
21622 11 9854
26203 11 30511
21937 0 1448
2538 9 12689
2024 9 19276
16121 9 1173
12689 9 24437
12962 9 9634
8628 11 30269
3604 9 9509
14214 9 3354
14089 6 8586
31105 0 16375
28011 9 12689
28011 9 32570
3010 11 19314
19631 9 28011
31061 9 32854
11954 3 32636
5618 9 2375
24273 9 9756
2825 8 31447
27560 9 28011
23085 9 12362
2708 9 7131
5102 9 28011
12328 9 23863
21985 0 13799
9823 9 28664
28011 9 30387
28011 9 28011
6927 9 8936
13435 9 2670
17748 9 28011
14214 9 25238
26982 9 11379
19943 5 15795
4439 11 16496
27297 9 32592
25710 0 15903
27024 9 28011
12689 9 14214
22031 0 6874
17698 9 23776
33313 9 25197
18557 9 28664
30258 9 12289
12689 9 13102
14184 9 10801
28011 9 22648
12689 9 22982
28011 9 27660
4801 9 98
8104 6 9056
28011 9 11705
26027 11 2000
12689 9 12689
28256 9 5541
2900 0 5289
8740 9 31152
12689 9 1812
12689 9 29637
9669 9 12689
28011 9 16255
13725 9 12689
12149 9 12689
29068 11 6003
32250 9 25315
27187 9 12689
9634 9 19211
12689 9 12689
32309 9 15518
17950 9 27844
31782 9 16038
4249 9 12362
3902 9 24449
3972 9 8938
28011 9 13314
13048 9 26982
4249 0 7095
26982 9 25711
28011 9 18081
5234 9 4801
18471 9 28011
1523 9 25170
2792 9 12289
5427 9 22183
3231 9 3709
12689 9 19722
1168 9 12689
2375 9 28011
5247 9 21984
15887 9 12689
23882 7 10067
6297 9 9309
12689 9 440
9811 8 6914
18406 11 2374
24427 9 29522
19978 6 23853
1084 9 28282
12689 9 12689
16121 9 23855
13832 9 71
29799 11 27469
15368 9 2375
28011 9 9756
284 5 3947
28785 11 16208
13714 9 28766
17036 9 28011
12689 9 9509
3308 9 29796
7681 9 20896
30438 9 23299
22914 9 4249
16287 9 28782
19033 9 25315
12689 9 17937
12689 9 29062
14214 9 1112
29953 9 12689
27094 9 7785
32554 9 28011
21823 9 6254
18471 2 17589
22565 9 12689
32108 9 28011
27187 9 3859
29411 9 28011
23781 6 1170
30353 11 11223
23855 9 28011
26963 5 19187
11955 9 12689
18641 9 29586
12689 9 27355
22435 9 23252
2535 9 28011
12689 9 4647
4077 9 12689
98 9 17748
31209 9 6858
17846 9 15400
6503 9 29796
8240 9 28011
12689 9 28011
4617 7 4165
14214 9 16224
4917 9 21273
2792 9 16378
13667 0 9839
28011 9 536
20239 9 9859
6300 9 6100
7565 7 18633
13714 0 18322
323 9 28011
12689 9 9397
18013 9 18737
10796 9 20325
8640 8 2553
4401 9 25964
