33330 12
19033 9 12289
28777 9 11712
21524 6 22470
21672 9 1728
31055 11 13444
8740 9 14530
9244 0 13577
19690 9 10959
20814 9 3060
12689 9 4185
28864 0 23784
32507 9 4532
9144 9 11462
21907 9 8839
10173 9 5440
27794 9 12689
9634 9 10197
27660 9 12689
24529 9 17867
6927 9 5440
25543 9 30523
20513 9 21273
30281 9 5127
9740 9 12689
28698 9 12289
25084 9 28011
28011 9 13359
10779 9 12362
21273 9 30670
21984 9 32951
18737 9 839
12689 9 24192
1411 9 28011
28011 9 227
9208 9 29616
12689 9 29062
3972 9 19825
1331 9 4341
31064 9 27028
12689 9 12289
11157 9 30387
1112 9 8402
29086 9 12689
16684 9 12689
2487 9 24527
24262 9 13228
19211 9 13384
29839 9 9973
16044 0 16176
31393 9 98
1112 9 9208
14878 9 23252
23268 9 12689
23252 9 12289
22565 9 13832
12689 9 26564
18668 11 19678
18013 9 12046
18929 9 29038
12689 9 12973
21667 9 25660
12016 9 2385
4801 9 31994
17698 9 12689
21908 9 28011
2185 9 15489
9557 9 15521
28011 9 32592
2154 9 18737
30094 7 14059
21772 9 10904
3858 9 8277
12689 9 20896
29038 9 18929
3060 9 9529
31348 9 28011
29106 2 28490
12689 9 28777
12794 9 10178
21273 9 13641
12689 9 4801
28011 9 2538
10135 9 15165
12689 9 26377
24517 9 12689
15664 9 12289
20652 9 25197
19722 9 12689
14392 9 12689
14530 9 13697
12689 9 12289
27420 9 14063
21381 9 17950
6414 9 18296
129 9 20930
12362 9 16313
13236 9 24124
27226 9 32252
12289 9 12689
28011 9 23609
12362 9 16684
13832 9 3972
11196 9 28011
25575 9 29140
9557 9 18740
6617 9 28011
6289 9 12689
28011 9 23866
12689 9 12121
15916 9 28011
21669 9 14398
29793 9 12362
19211 9 22324
12390 9 28011
12518 9 23687
9329 9 5618
27892 9 12689
25615 9 14184
3769 9 12689
27871 11 17920
4470 9 12689
21273 9 17812
6902 9 20246
20575 9 26379
12689 9 31946
88 0 32778
26138 9 12411
28011 9 906
7227 10 31075
31181 9 28011
20221 3 7933
28011 9 16287
13666 8 14985
6578 9 27425
28777 9 21227
12689 9 6032
30758 9 31704
398 9 4488
10687 9 28011
29311 9 27844
10875 9 3955
9634 9 7367
21273 9 9634
28287 9 27844
9636 9 4014
21335 9 17835
4801 9 21564
20896 9 28011
31113 9 5742
7808 9 28011
30332 11 4082
28011 9 22435
538 9 13484
25195 9 9634
31137 11 13714
9634 9 19211
6100 9 24529
2557 9 28011
11819 9 9427
29038 9 19415
13131 9 12689
12844 1 23370
6958 9 28011
28100 9 28100
3914 9 26985
20566 9 4185
31869 9 28011
12689 9 4619
17413 8 22358
12794 9 7861
12689 9 12362
12689 9 16097
6721 9 18929
31878 9 16287
16838 9 12689
10198 9 6100
28063 9 30434
18567 9 12689
17017 0 26943
26377 9 12362
