33330 12
28011 9 7808
6138 9 27794
25191 0 23080
23219 11 23282
4405 0 10568
23277 0 3171
30945 11 7007
28011 9 1721
1112 9 29427
24035 5 18914
26204 0 27909
28011 9 12945
2150 10 8665
19898 9 8514
125 2 3466
7808 9 10062
14308 9 12689
11055 9 10694
18269 0 26610
3231 9 2137
23612 9 12689
12689 9 9513
20291 8 23495
2602 11 2557
8507 11 32357
29367 9 16888
12689 9 20052
20418 7 910
1434 9 7016
1593 3 13493
7681 9 20896
17921 11 15471
12289 9 28011
1523 9 12689
17012 5 10384
30647 1 23496
29725 9 7005
33294 11 22541
4249 0 17994
12390 9 28011
21537 5 1221
2391 10 31022
17015 5 3588
12962 9 9634
28011 9 28938
12689 9 3189
12940 9 24696
14481 11 7696
22901 11 28048
12038 10 897
5228 4 31817
25315 9 10710
31055 11 13444
16041 11 22486
4743 9 4743
28011 9 27892
2792 0 4014
23776 9 18471
20908 9 26036
13290 5 26568
22718 5 26047
28011 9 12689
31794 6 6534
25550 9 15984
16093 9 30223
25553 11 16330
12689 9 28011
19947 11 17349
26334 11 25070
19457 11 18898
4164 3 9276
5711 5 9698
19483 11 1310
3354 9 8968
20939 8 30039
24529 9 17867
9135 9 906
12689 9 21908
2375 9 28011
20054 9 28011
8456 9 12689
31909 9 14214
14214 9 15579
12689 9 1173
12689 9 12689
10423 5 20196
13886 11 31714
3309 8 31074
28011 9 7131
24124 9 23058
3060 9 13551
1056 11 7246
12689 9 32246
19895 11 20977
21672 0 8767
24839 0 32755
17748 9 4885
22708 8 2985
17294 11 32337
1652 9 12689
8414 9 17748
1319 0 7016
7223 9 28011
7696 0 14481
33044 9 6100
298 5 6959
6100 9 24529
9681 6 2623
12689 9 25821
12689 9 7458
28926 9 9634
12689 9 5742
6056 11 18867
4135 5 11847
18181 9 12689
15338 0 20928
4014 8 4559
20985 8 28954
17698 9 19211
25141 2 14485
21226 9 10846
31477 9 29086
4990 3 26124
22423 8 10522
1972 0 21352
12000 9 2336
12689 9 10098
28011 9 9823
18633 4 30686
33245 9 21192
28011 9 7354
9823 9 29953
10580 9 3336
25639 0 5558
24860 0 14407
12689 9 7952
10675 9 28011
29558 11 29985
16783 8 3730
13892 7 10227
4917 9 4801
12689 9 12689
8595 9 14957
27531 8 31446
24839 0 13247
2375 9 11670
18970 9 4743
22460 0 12994
20226 2 6088
24547 0 24741
20652 0 7281
28011 9 12689
3127 1 13640
15664 9 28011
28424 1 20093
16356 0 18377
29385 9 32554
1860 11 28213
12289 9 9823
266 9 6578
30003 9 329
3717 9 21121
18529 9 32592
5122 0 3101
8973 8 15920
7925 0 33059
4733 5 22024
28011 9 21021
10796 9 12149
20272 11 33328
17662 9 14214
4801 9 12689
9309 9 3858
13186 10 33022
27772 0 18483
4014 9 21908
28011 9 28011
5237 0 4804
25239 11 26694
6447 11 20844
27601 11 1223
13373 0 28825
12689 9 28011
30049 9 28777
11213 9 12689
14214 9 12362
23453 0 24512
25874 0 25176
13410 9 21984
4809 11 2487
28011 9 19384
27736 0 28224
23997 11 31394
25195 9 9634
25779 9 12765
2319 9 30797
29038 9 19415
4598 0 18541
13506 0 32337
25129 9 1112
20849 5 3826
2370 0 33088
9551 5 29971
32812 0 6863
28011 9 1815
32528 9 6100
16121 9 12689
1368 11 10291
17748 11 19149
843 0 16365
19968 0 32193
8417 0 6705
31229 0 6694
27715 9 30917
18970 11 18734
19059 9 25545
23667 9 18670
16121 9 32414
12689 9 12289
14295 7 16458
28011 9 12289
28011 9 6100
16888 0 24855
16888 9 12362
28011 9 20826
14581 11 21792
13312 11 24804
31389 9 30758
27024 9 9225
12689 9 28011
15632 6 9765
28011 9 12289
9401 11 5409
6578 9 3231
19279 10 25414
28664 9 11725
18162 9 18013
12289 9 28011
7003 9 7651
3635 8 25078
12362 9 28011
31064 9 30758
6578 9 29616
27535 5 14453
28011 9 16121
10509 9 10509
12289 9 558
24829 9 12505
11429 6 11291
11720 5 15258
29485 9 6908
24979 5 9451
7190 9 7489
12362 9 27794
4249 9 12689
32528 9 28011
28011 9 25315
4433 9 28860
436 8 25610
24888 8 27451
14824 9 9529
751 10 28634
19405 7 11771
22998 9 28540
287 9 28011
31075 9 4014
27537 11 16573
5731 9 32660
31053 0 2293
3333 9 282
12689 9 1812
6735 7 2792
15873 8 14975
8855 0 24110
23798 1 997
11588 11 1780
8935 9 30425
12034 0 29044
8317 11 5127
22296 11 16492
28462 2 6298
12069 9 31389
8759 9 7940
19033 9 13534
19513 10 6008
25197 9 15393
18331 9 12188
20898 11 29209
25837 2 17329
4801 9 11193
10183 9 19211
7983 8 5254
28011 9 27386
7314 9 9823
17867 9 9634
18193 0 3336
14106 9 6118
6606 11 25472
30233 2 12214
25973 9 26036
27384 0 11196
25669 6 7247
31252 0 32803
19722 9 28011
16333 3 31525
27384 11 5995
1112 9 28011
13677 0 10987
30539 9 4606
17624 11 15773
28517 9 16121
17128 8 31408
12289 9 4801
3885 9 25974
20381 5 17528
12689 9 906
32056 9 18317
20276 0 20213
1578 11 23909
9823 9 10252
4034 9 8386
30930 8 20288
10197 9 10904
24811 0 2468
30947 1 6090
26036 9 4633
21907 9 23159
15872 8 20879
1836 8 5177
24877 9 32528
12689 9 98
19596 6 8522
1635 9 25315
31946 9 30666
32948 9 7452
15927 9 12689
30194 9 28011
30425 9 12799
1331 9 2375
20513 9 12689
18016 8 21548
20942 9 858
14674 0 3908
4772 9 2110
3333 11 13477
1523 9 20325
25457 0 11298
7695 9 27187
10907 9 21321
20361 11 24951
28020 9 28011
3303 11 32463
31878 9 8514
227 9 13741
28011 9 4249
19590 10 20226
16438 11 4536
26708 11 1519
9518 9 25454
31981 5 22635
30628 0 18693
27190 9 9634
12289 9 25571
12689 9 22982
32863 0 18932
12945 11 2185
19061 11 4536
18475 9 7064
29311 9 28428
9756 9 3924
30985 0 8415
18815 11 16044
27833 10 16156
16465 9 14184
23554 0 27186
24108 6 8705
17022 11 904
29616 9 16492
7910 9 27697
27028 9 12362
11906 0 33134
15876 7 29263
31922 0 2549
22286 10 30425
31942 9 19211
12689 9 8466
29842 5 6740
26429 9 6455
24839 0 14565
15769 11 1177
4156 9 12689
24839 0 6752
5463 9 7223
31286 9 12689
5449 11 7848
8582 11 998
12689 9 11193
6366 11 23877
27024 9 29424
21057 9 23852
21908 9 12945
29868 9 28011
23282 0 23002
2909 9 28011
5677 8 31745
13755 9 28011
31287 7 14369
32863 0 7995
31286 9 10150
31523 7 1825
28651 9 21273
4794 11 31259
28011 9 24449
7224 11 29280
13110 11 13679
30521 7 30521
16046 0 30048
12362 9 28011
5463 9 12689
9668 5 31373
4137 8 20282
13252 0 12807
10247 9 3859
24891 9 26720
12689 9 15579
19383 7 19383
14571 7 7635
11429 11 29456
12289 9 28011
16710 11 27028
18988 0 29626
25315 9 12289
20226 2 29936
27791 9 9634
2530 8 32455
31191 2 21932
4249 0 32311
12689 9 8107
2886 2 3317
12689 9 10876
9730 11 10634
33258 7 18521
3762 11 22031
28960 9 28011
12689 9 12289
9285 9 28011
27028 9 4654
5670 8 19755
22322 9 17698
13184 9 6457
26933 5 281
29683 11 25244
27024 9 21556
9004 9 32644
16313 0 3092
16044 0 10343
10062 9 13063
23255 3 5645
30155 11 1714
18011 11 5237
9624 9 4089
19862 3 32636
8670 0 17209
23252 9 12362
5666 8 33021
10846 9 20913
24448 0 16161
20784 11 27646
19334 2 5820
24527 0 11251
1112 9 21984
22406 2 29266
32202 0 2748
20474 3 13493
13022 0 3551
10641 0 18088
14214 9 25238
33243 9 10509
5182 9 2649
12289 9 9634
6578 9 23575
5878 2 27337
9634 9 21908
19989 7 19989
28011 9 27466
20827 7 24430
6908 0 3287
12689 9 9149
24829 9 28011
5703 0 5939
14839 0 3546
24134 11 5796
4801 9 22982
5276 9 25396
23612 9 4066
32501 9 4801
30434 9 26564
21515 9 21908
19912 8 30005
32427 11 9433
20933 0 3817
10230 9 12689
32235 4 18635
13006 5 31128
11213 9 9067
1702 9 14214
31389 6 29380
