33330 12
22740 7 22740
12689 9 11193
22474 0 9608
6774 9 26983
22998 9 28540
4575 6 6836
4782 6 9288
31907 11 20655
6908 0 3287
18051 11 13714
17630 9 28011
28011 9 10220
26306 11 24839
29968 9 28600
4585 0 23019
15817 9 15817
9232 3 15966
17220 10 18829
18633 4 30686
21981 0 1362
26045 11 4847
12794 9 28011
4838 0 31416
10121 9 5538
26210 9 12689
13367 0 11170
8011 0 3105
27700 9 32592
9634 9 19063
12689 9 25715
16038 9 8595
21273 9 2641
27576 0 25722
7205 11 1870
31529 0 26175
11799 9 7131
30756 3 19063
27772 0 18483
12435 5 9412
6079 0 5251
23406 0 20544
7522 5 24215
20942 9 31129
3360 7 24108
866 9 12689
30291 10 17673
27110 9 21280
25729 0 25997
29302 1 17297
23058 9 6472
513 0 15521
125 0 13071
12689 9 32235
32859 0 23609
9557 9 15521
18818 3 27656
17463 9 21331
10003 7 13490
10041 11 14026
5440 9 4801
9784 0 22517
12689 9 9285
4694 9 6721
26871 11 30412
27660 9 6578
16963 9 18081
27728 6 17201
9634 9 15984
10380 9 10585
29816 11 15633
26197 9 16492
9791 8 17678
13460 9 13048
906 9 12689
12485 11 1790
7223 9 12689
25195 9 9634
8424 9 16985
16888 9 16121
12689 9 25973
28011 9 29092
890 0 26532
18269 9 23041
28103 10 3808
512 9 21321
25832 9 12689
2217 11 29164
31473 3 17826
5276 0 6452
15701 9 4161
29499 11 22759
14033 2 16039
30414 0 2874
19010 0 26608
19217 11 6262
4185 9 28011
7639 9 1173
28664 9 29637
32103 9 7618
13131 9 27669
16119 0 11244
30620 0 11030
15705 11 12915
31946 9 27649
26982 9 11379
12945 11 2185
24829 9 858
13282 6 6314
28011 9 28011
24873 11 19039
30229 11 9427
12689 9 12362
28011 9 17937
33232 9 18567
29510 11 3720
31037 9 28011
13670 5 14307
24829 9 6950
17944 9 4801
1769 11 19328
31017 0 24902
27024 9 27536
23855 9 23449
31361 11 7114
27988 9 28011
2375 9 31276
922 11 8137
682 0 25668
28824 11 7149
13359 9 6578
