33330 12
12368 0 16882
21907 9 28589
31907 11 20655
21688 0 699
19211 9 7944
28148 11 18582
28651 0 25689
3709 9 28011
28100 9 10038
8611 3 25318
16626 9 29927
16309 9 13755
6989 7 13466
4866 9 20917
12689 9 9634
12041 9 6919
24839 0 6518
10737 9 28011
8523 9 19315
12289 9 9823
26754 0 3544
16684 9 16684
13666 8 14985
12518 9 23687
25170 9 2375
25115 11 9902
30646 9 28651
6303 0 22747
12655 11 5796
28011 9 28011
1994 0 8990
6596 9 20610
10166 5 15082
7808 9 12289
3335 11 31262
14251 0 25767
21299 9 28011
25390 0 1967
14840 11 13280
11856 10 6008
32786 11 19426
28011 9 25504
12689 9 5440
12689 9 12812
12257 5 30748
11695 9 28011
27557 11 1381
26445 11 21121
14049 9 906
9711 0 10135
20918 11 18478
11048 11 28890
323 9 28011
15521 0 28328
8002 2 27111
19927 0 32642
24829 9 27064
32991 5 19606
10227 9 12689
29953 9 16888
17758 3 21057
12689 9 20922
31989 0 18723
4801 9 31038
5157 9 17698
14214 9 25635
12362 9 2686
27015 9 23851
19767 8 23764
21262 6 27059
31462 9 15834
32863 0 22659
13131 9 28011
10084 9 22182
3405 9 21437
8428 9 28011
28011 9 12689
28011 9 19690
6100 9 24529
11252 8 4175
22093 0 19267
21194 9 28011
4649 8 7897
12340 0 15284
9309 9 28011
4179 9 12289
22031 0 29133
15221 0 7910
16673 9 9634
14469 0 12228
15795 5 2825
14858 9 4905
32457 0 10358
9285 9 28011
18317 9 28011
6578 9 32669
29637 6 25846
27953 9 16492
30797 9 10601
882 8 10266
28011 9 28011
9190 9 6242
13493 9 28011
12689 9 12289
22354 9 30149
23729 9 11556
22036 9 6457
23599 9 28650
15295 0 2841
5427 9 27794
31994 9 9457
30610 3 13493
21948 9 11106
31727 9 28600
28011 9 29041
3914 9 33251
17226 9 12689
98 9 12689
29700 9 29132
748 5 2020
12289 9 28011
1300 6 23503
5440 9 29920
10843 9 12689
2849 5 29640
12689 9 3697
13770 5 3523
21273 9 33311
8904 9 17798
28011 9 14106
12689 9 858
22753 5 8145
18269 9 6100
24491 11 6314
23116 9 22123
16718 9 28011
15455 9 7184
28011 9 17927
1607 11 4076
878 10 18079
866 9 12689
27958 5 29773
2130 11 22724
16121 9 6908
32797 7 10631
3245 9 12689
20566 3 19909
13931 0 13324
22850 11 12089
5681 11 4052
28011 9 9509
4249 9 12689
32202 0 9090
29819 11 9187
28634 11 30672
3588 8 7329
12689 9 21908
22982 9 3697
538 9 13484
15338 0 20928
12689 9 16121
12689 9 18929
13215 11 30301
14674 9 12689
24427 9 8253
23390 9 28011
18797 11 387
2602 6 21440
27024 9 12689
25770 9 26377
4647 9 32669
28011 9 33130
21119 0 15811
26677 11 31809
29700 9 21863
12678 0 21339
28136 6 21061
9015 9 9634
266 9 6578
98 9 16194
14387 6 15606
30694 11 7240
22816 0 1421
12689 9 3231
1590 0 29426
28011 9 28011
29411 9 12689
3231 9 11970
24896 9 3972
23449 9 8936
28011 9 18737
17846 9 30269
5449 11 7848
30275 9 24101
29071 0 18597
25457 0 2561
7986 11 32285
7003 9 7651
28933 9 21012
12362 9 16313
3303 11 32463
25772 9 30269
2217 11 29164
17036 9 28011
19102 11 17224
20844 0 26193
