33330 12
8657 9 6032
24547 0 24741
28011 9 12689
31797 9 12362
27454 9 28011
12289 9 17307
5677 8 31745
650 11 9008
7545 5 11569
8904 9 27669
16046 0 30048
21726 9 17698
33065 6 33065
20291 8 23495
12302 0 14008
28096 7 28287
32948 9 7452
15295 0 26811
12689 9 14214
28011 9 28011
6902 9 17698
14033 9 28011
25715 9 13796
15607 3 31075
13641 9 16378
14110 9 8670
28011 9 19211
21317 6 20123
13459 11 30981
8048 10 22406
25634 6 21570
29868 9 28011
1162 0 31852
24783 0 29041
9608 9 948
23159 9 16378
1836 8 5177
17291 9 21847
26124 9 26124
22236 11 1862
28011 9 1189
26124 0 2467
20411 3 4249
22718 5 26047
32103 9 14586
9190 7 5356
16121 9 12362
193 9 33225
26524 9 6954
7493 9 2185
5318 5 24894
12689 9 28011
12689 9 31946
21280 9 906
33102 3 4249
23714 8 11210
24363 0 9228
25715 9 12689
12689 9 6250
24052 10 29106
4249 9 12689
11807 9 4801
22031 0 6874
7306 9 27892
29485 9 6908
8968 9 28011
3245 9 31075
98 2 26604
17015 5 3588
2896 0 9820
22324 9 28011
8078 7 14311
16492 9 9509
14645 0 9683
20513 9 25156
29038 9 19415
29038 9 30425
26446 6 26446
5289 11 2900
22516 0 30955
24829 9 21181
33181 0 12810
1702 9 14214
24507 9 22567
6100 9 8187
32902 9 29968
28865 5 24978
30552 11 31053
12689 9 12913
18271 0 21287
32119 11 26432
28011 9 27892
27477 9 12689
14462 9 29725
24124 9 23058
18269 0 16844
18633 4 30686
28011 9 29411
24839 0 14565
12689 9 22251
15969 9 12689
8339 11 32863
19027 0 2607
4156 8 14080
13559 11 30269
12520 11 27294
24527 0 11251
20901 9 12689
28011 9 5465
15563 7 15563
31129 9 4748
32673 0 11360
29061 6 18756
4536 0 24081
4536 0 26666
3026 11 22031
4014 9 8936
17444 0 30271
28011 9 15579
12689 9 23667
27141 2 27073
27582 7 12897
9636 9 19690
27024 9 29076
17729 9 3972
88 0 32778
25315 0 30797
15762 9 28011
27420 9 26564
25902 9 14815
27498 9 12689
12962 9 9634
1944 9 21984
21021 9 19149
28011 9 33046
12689 9 24507
13252 0 5924
16699 9 31109
3358 5 31832
18178 9 7608
2124 11 9036
