33330 12
5935 6 27086
4161 9 10904
31382 11 6919
4774 11 30278
16121 9 1173
28011 9 29041
8969 9 28011
23639 5 18018
19690 8 29898
33209 2 20475
28011 9 12289
28011 9 7131
19211 9 32168
24614 9 10230
23729 9 4801
4748 9 5606
28409 11 20814
12503 5 31968
16121 9 12689
16478 9 12689
28011 9 13551
29608 9 1067
3245 9 28011
8384 0 30549
13049 11 15408
11807 0 21776
21273 9 4701
30669 9 12689
12182 5 22392
28011 9 2792
21030 7 20224
16968 9 29038
4014 9 15579
32955 11 25070
12689 9 3354
1210 11 10796
4850 9 19276
30797 9 20894
2327 9 3972
30900 0 28955
32553 11 22474
21554 6 12011
30930 8 5903
30674 11 17430
28011 9 12689
31347 9 29927
22031 0 29133
28011 9 4411
24829 9 12505
28011 9 9474
6100 9 13228
4694 9 14308
31840 3 5410
30758 9 12689
21890 11 23391
18013 9 15811
10705 9 30619
2446 9 24811
12328 9 23863
23466 9 5686
28011 9 31347
27991 0 13286
26836 5 9698
28012 11 21673
18857 9 22982
29868 9 15996
23663 11 25710
13314 9 12689
287 11 27399
8327 11 15579
7454 11 25752
13556 11 19357
10413 11 9008
31654 11 30237
25156 9 13210
10119 11 15047
11213 9 28011
8101 0 29724
27300 5 5743
25832 9 12689
22119 11 13714
11118 10 16156
28011 9 10817
28052 11 32440
18058 0 23856
27892 6 9541
32863 0 26395
29385 6 32566
20884 9 9823
11252 8 4175
12689 9 6100
20237 0 18229
29184 2 25520
1496 7 22159
31785 9 6100
16357 9 14106
12289 9 7306
12188 9 4208
17361 11 8850
16967 5 30907
4818 6 4818
22541 11 19715
12689 9 12689
31910 9 31393
32252 0 2584
26130 11 26633
3914 0 6005
12689 9 28926
15607 3 31075
25156 9 16718
7392 9 28011
5466 11 32842
12257 5 30748
29411 9 6303
12689 9 22640
25301 9 14815
28020 9 28011
4711 0 19062
1601 9 7005
1551 0 25577
32049 9 19072
30432 11 13844
14586 9 6100
3439 10 25558
